file_id,model,seed,polarity,intensity,negative_probability,neutral_probability,positive_probability
附件3_08,no_gap_signal,20260926,Positive,0.2664700150489807,0.23095206916332245,0.3271334171295166,0.44191446900367737
附件3_09,no_gap_signal,20260926,Positive,1.1362777948379517,0.003486414672806859,0.04826582223176956,0.9482478499412537
附件3_10,no_gap_signal,20260926,Neutral,0.012640722095966339,0.20334658026695251,0.46119269728660583,0.33546072244644165
附件3_11,no_gap_signal,20260926,Neutral,0.010518208146095276,0.20194463431835175,0.46958351135253906,0.3284718990325928
附件3_12,no_gap_signal,20260926,Positive,0.19821248948574066,0.11240547150373459,0.4344610571861267,0.4531334638595581
附件3_13,no_gap_signal,20260926,Positive,0.2389541119337082,0.1521168202161789,0.2940065860748291,0.5538765788078308
附件3_14,no_gap_signal,20260926,Negative,-0.24011588096618652,0.4709611237049103,0.3209945559501648,0.20804430544376373
附件3_15,no_gap_signal,20260926,Positive,0.6902509927749634,0.018129238858819008,0.1374971866607666,0.8443735241889954
附件3_16,no_gap_signal,20260926,Positive,1.7017816305160522,0.0021867791656404734,0.012450937181711197,0.98536217212677
附件3_17,no_gap_signal,20260926,Negative,-0.26077404618263245,0.4543866813182831,0.373857319355011,0.17175598442554474
附件3_18,no_gap_signal,20260926,Positive,0.37699609994888306,0.09233410656452179,0.29406076669692993,0.6136051416397095
附件3_19,no_gap_signal,20260926,Negative,-0.2812722623348236,0.4734666645526886,0.36941275000572205,0.15712052583694458
附件3_20,no_gap_signal,20260926,Neutral,0.10165978968143463,0.17419466376304626,0.4574618935585022,0.36834344267845154
附件3_21,no_gap_signal,20260926,Positive,0.5597929358482361,0.025885699316859245,0.2596924901008606,0.714421808719635
附件3_22,no_gap_signal,20260926,Positive,0.204049751162529,0.21098798513412476,0.3340280055999756,0.45498403906822205
附件3_23,no_gap_signal,20260926,Positive,0.41763049364089966,0.049521274864673615,0.37215280532836914,0.5783259272575378
附件3_24,no_gap_signal,20260926,Positive,0.3928432762622833,0.252173513174057,0.2322743982076645,0.5155520439147949
附件3_25,no_gap_signal,20260926,Neutral,0.3309331238269806,0.09867726266384125,0.4574067294597626,0.4439160227775574
附件3_26,no_gap_signal,20260926,Positive,0.536037266254425,0.05370951443910599,0.204566091299057,0.74172443151474
附件3_27,no_gap_signal,20260926,Positive,0.46547091007232666,0.06275376677513123,0.29525554180145264,0.6419906616210938
附件3_28,no_gap_signal,20260926,Positive,0.3265048861503601,0.05619502067565918,0.4345712661743164,0.5092337131500244
附件3_29,no_gap_signal,20260926,Positive,0.46764007210731506,0.07500774413347244,0.2921000123023987,0.6328922510147095
附件3_30,no_gap_signal,20260926,Neutral,0.016722209751605988,0.21652062237262726,0.5095630288124084,0.2739163637161255
