sample	video_id	clip_id	word_index	word	char_start	char_end	start_s	end_s	timing_mask	text_mask	audio_mask	vision_mask	all_modalities_mask	audio_window_coverage	vision_coverage	audio_window_count	vision_frame_count	needs_review	alignment_review_flags	merge_review_flags	word_review_flags	verified_digital_silence	candidate_timing_excluding_silence	candidate_audio_excluding_silence	candidate_all_modalities_excluding_silence
sample_0018	-UuX1xuaiiE	6	20	human	106	111	6.5	6.7	true	true	true	true	true	1	1	21	6	true	asr_disagreement;low_ctc_probability			false	true	true	true
sample_0018	-UuX1xuaiiE	6	21	rights	112	118	6.72	6.9	true	true	true	true	true	1	1	19	6	true	asr_disagreement;low_ctc_probability			false	true	true	true
sample_0018	-UuX1xuaiiE	6	22	issues	119	125	6.96	7.3	true	true	true	true	true	1	1	35	11	true	asr_disagreement;low_ctc_probability			false	true	true	true
sample_0019	-a55Q6RWvTA	3	1	And	0	3	0.76	0.88	true	true	true	true	true	1	1	13	5	true	low_ctc_probability			false	true	true	true
sample_0019	-a55Q6RWvTA	3	2	if	4	6	1.04	1.08	true	true	true	true	true	1	1	5	2	true	low_ctc_probability		low_ctc_probability	false	true	true	true
sample_0019	-a55Q6RWvTA	3	3	you	7	10	1.18	1.28	true	true	true	true	true	1	1	11	4	true	low_ctc_probability			false	true	true	true
sample_0019	-a55Q6RWvTA	3	4	clip	11	15	1.44	1.68	true	true	true	true	true	1	1	25	8	true	low_ctc_probability			false	true	true	true
sample_0019	-a55Q6RWvTA	3	5	coupons,	16	24	1.76	2.54	true	true	true	true	true	1	1	79	25	true	low_ctc_probability			false	true	true	true
sample_0019	-a55Q6RWvTA	3	6	if	25	27	2.7	2.74	true	true	true	true	true	1	1	5	2	true	low_ctc_probability			false	true	true	true
sample_0019	-a55Q6RWvTA	3	7	you	28	31	2.8	2.9	true	true	true	true	true	1	1	11	3	true	low_ctc_probability			false	true	true	true
sample_0019	-a55Q6RWvTA	3	8	don't	32	37	3.04	3.28	true	true	true	true	true	1	1	25	8	true	low_ctc_probability			false	true	true	true
sample_0019	-a55Q6RWvTA	3	9	go	38	40	3.34	3.44	true	true	true	true	true	1	1	11	4	true	low_ctc_probability			false	true	true	true
sample_0019	-a55Q6RWvTA	3	10	out	41	44	3.56	3.66	true	true	true	true	true	1	1	11	4	true	low_ctc_probability			false	true	true	true
sample_0019	-a55Q6RWvTA	3	11	for	45	48	3.74	3.86	true	true	true	true	true	1	1	13	4	true	low_ctc_probability			false	true	true	true
sample_0019	-a55Q6RWvTA	3	12	dinner	49	55	3.94	4.32	true	true	true	true	true	1	1	39	12	true	low_ctc_probability			false	true	true	true
sample_0019	-a55Q6RWvTA	3	13	and	56	59	4.46	4.52	true	true	true	true	true	1	1	7	3	true	low_ctc_probability			false	true	true	true
sample_0019	-a55Q6RWvTA	3	14	movies	60	66	4.66	5.14	true	true	true	true	true	1	1	49	16	true	low_ctc_probability			false	true	true	true
sample_0019	-a55Q6RWvTA	3	15	and	67	70	5.24	5.32	true	true	true	true	true	1	1	9	3	true	low_ctc_probability			false	true	true	true
sample_0019	-a55Q6RWvTA	3	16	things	71	77	5.38	5.56	true	true	true	true	true	1	1	19	6	true	low_ctc_probability			false	true	true	true
sample_0019	-a55Q6RWvTA	3	17	of	78	80	5.6	5.64	true	true	true	true	true	1	1	5	2	true	low_ctc_probability			false	true	true	true
sample_0019	-a55Q6RWvTA	3	18	that	81	85	5.66	5.8	true	true	true	true	true	1	1	15	5	true	low_ctc_probability			false	true	true	true
sample_0019	-a55Q6RWvTA	3	19	nature	86	92	5.88	6.28	true	true	true	true	true	1	1	41	13	true	low_ctc_probability			false	true	true	true
sample_0019	-a55Q6RWvTA	3	20	and	93	96	6.94	7.02	true	true	true	true	true	1	1	9	3	true	low_ctc_probability			false	true	true	true
sample_0019	-a55Q6RWvTA	3	21	try	97	100	7.16	7.3	true	true	true	true	true	1	1	15	5	true	low_ctc_probability			false	true	true	true
sample_0019	-a55Q6RWvTA	3	22	to	101	103	7.38	7.44	true	true	true	true	true	1	1	7	3	true	low_ctc_probability			false	true	true	true
sample_0019	-a55Q6RWvTA	3	23	take	104	108	7.5	7.66	true	true	true	true	true	1	1	17	5	true	low_ctc_probability			false	true	true	true
sample_0019	-a55Q6RWvTA	3	24	up	109	111	7.74	7.8	true	true	true	true	true	1	1	7	2	true	low_ctc_probability			false	true	true	true
sample_0019	-a55Q6RWvTA	3	25	things	112	118	7.96	8.26	true	true	true	true	true	1	1	31	10	true	low_ctc_probability			false	true	true	true
sample_0019	-a55Q6RWvTA	3	26	in	119	121	8.36	8.4	true	true	true	true	true	1	1	5	2	true	low_ctc_probability			false	true	true	true
sample_0019	-a55Q6RWvTA	3	27	life	122	126	8.54	8.78	true	true	true	true	true	1	1	25	8	true	low_ctc_probability			false	true	true	true
sample_0019	-a55Q6RWvTA	3	28	that,	127	132	8.84	8.98	true	true	true	true	true	1	1	15	5	true	low_ctc_probability			false	true	true	true
sample_0019	-a55Q6RWvTA	3	29	well,	133	138	9.08	9.32	true	true	true	true	true	1	1	25	8	true	low_ctc_probability			false	true	true	true
sample_0019	-a55Q6RWvTA	3	30	they	139	143	9.46	9.58	true	true	true	true	true	1	1	13	5	true	low_ctc_probability			false	true	true	true
sample_0019	-a55Q6RWvTA	3	31	always	144	150	9.64	9.9	true	true	true	true	true	1	1	27	8	true	low_ctc_probability			false	true	true	true
sample_0019	-a55Q6RWvTA	3	32	say,	151	155	9.96	10.12	true	true	true	true	true	1	1	17	6	true	low_ctc_probability			false	true	true	true
sample_0019	-a55Q6RWvTA	3	33	"""the"	156	160	10.22	10.28	true	true	true	true	true	1	1	7	3	true	low_ctc_probability			false	true	true	true
sample_0019	-a55Q6RWvTA	3	34	best	161	165	10.34	10.54	true	true	true	true	true	1	1	21	7	true	low_ctc_probability			false	true	true	true
sample_0019	-a55Q6RWvTA	3	35	things	166	172	10.58	10.78	true	true	true	true	true	1	1	21	7	true	low_ctc_probability			false	true	true	true
sample_0019	-a55Q6RWvTA	3	36	in	173	175	10.84	10.88	true	true	true	true	true	1	1	5	2	true	low_ctc_probability			false	true	true	true
sample_0019	-a55Q6RWvTA	3	37	life	176	180	10.96	11.16	true	true	true	true	true	1	1	21	7	true	low_ctc_probability			false	true	true	true
sample_0019	-a55Q6RWvTA	3	38	are	181	184	11.24	11.34	true	true	true	true	true	1	1	11	4	true	low_ctc_probability			false	true	true	true
sample_0019	-a55Q6RWvTA	3	39	"free""."	185	191	11.44	11.72	true	true	true	true	true	1	1	29	9	true	low_ctc_probability			false	true	true	true
sample_0019	-a55Q6RWvTA	3	40	Reading	192	199	12.42	12.7	true	true	true	true	true	1	1	29	9	true	low_ctc_probability			false	true	true	true
sample_0019	-a55Q6RWvTA	3	41	a	200	201	12.78	12.8	true	true	true	true	true	1	1	3	1	true	low_ctc_probability			false	true	true	true
sample_0019	-a55Q6RWvTA	3	42	book,	202	207	12.9	13.16	true	true	true	true	true	1	1	27	8	true	low_ctc_probability			false	true	true	true
sample_0019	-a55Q6RWvTA	3	43	going	208	213	14.38	14.6	true	true	true	true	true	1	1	23	7	true	low_ctc_probability			false	true	true	true
sample_0019	-a55Q6RWvTA	3	44	for	214	217	14.64	14.74	true	true	true	true	true	1	1	11	4	true	low_ctc_probability			false	true	true	true
sample_0019	-a55Q6RWvTA	3	45	a	218	219	14.8	14.82	true	true	true	true	true	1	1	3	1	true	low_ctc_probability			false	true	true	true
sample_0019	-a55Q6RWvTA	3	46	nice	220	224	14.88	15.08	true	true	true	true	true	1	1	21	7	true	low_ctc_probability			false	true	true	true
sample_0019	-a55Q6RWvTA	3	47	walk,	225	230	15.18	15.46	true	true	true	true	true	1	1	29	9	true	low_ctc_probability			false	true	true	true
sample_0019	-a55Q6RWvTA	3	48	and,	231	235	15.54	15.6	true	true	true	true	true	1	1	7	2	true	low_ctc_probability			false	true	true	true
sample_0019	-a55Q6RWvTA	3	49	of	236	238	15.62	15.66	true	true	true	true	true	1	1	5	2	true	low_ctc_probability			false	true	true	true
sample_0019	-a55Q6RWvTA	3	50	course,	239	246	15.7	15.9	true	true	true	true	true	1	1	21	6	true	low_ctc_probability			false	true	true	true
sample_0019	-a55Q6RWvTA	3	51	combining	247	256	15.96	16.5	true	true	true	true	true	1	1	55	17	true	low_ctc_probability			false	true	true	true
sample_0019	-a55Q6RWvTA	3	52	exercise	257	265	16.64	17.16	true	true	true	true	true	1	1	53	16	true	low_ctc_probability			false	true	true	true
sample_0019	-a55Q6RWvTA	3	53	and	266	269	17.24	17.32	true	true	true	true	true	1	1	9	3	true	low_ctc_probability			false	true	true	true
sample_0019	-a55Q6RWvTA	3	54	various	270	277	17.36	17.62	true	true	true	true	true	1	1	27	9	true	low_ctc_probability			false	true	true	true
sample_0019	-a55Q6RWvTA	3	55	things	278	284	17.68	17.84	true	true	true	true	true	1	1	17	6	true	low_ctc_probability			false	true	true	true
sample_0019	-a55Q6RWvTA	3	56	of	285	287	17.9	17.94	true	true	true	true	true	1	1	5	2	true	low_ctc_probability		low_ctc_probability	false	true	true	true
sample_0019	-a55Q6RWvTA	3	57	that	288	292	17.96	18.08	true	true	true	true	true	1	1	13	5	true	low_ctc_probability			false	true	true	true
sample_0019	-a55Q6RWvTA	3	58	nature	293	299	18.18	18.52	true	true	true	true	true	1	1	35	11	true	low_ctc_probability			false	true	true	true
sample_0019	-a55Q6RWvTA	3	59	where	300	305	18.94	19.06	true	true	true	true	true	1	1	13	4	true	low_ctc_probability			false	true	true	true
sample_0019	-a55Q6RWvTA	3	60	you're	306	312	19.08	19.24	true	true	true	true	true	1	1	17	6	true	low_ctc_probability			false	true	true	true
sample_0019	-a55Q6RWvTA	3	61	not	313	316	19.28	19.4	true	true	true	true	true	1	1	13	4	true	low_ctc_probability			false	true	true	true
sample_0019	-a55Q6RWvTA	3	62	spending	317	325	19.56	20.04	true	true	true	true	true	1	1	49	16	true	low_ctc_probability			false	true	true	true
sample_0019	-a55Q6RWvTA	3	63	money	326	331	20.26	20.56	true	true	true	true	true	1	1	31	10	true	low_ctc_probability			false	true	true	true
sample_0019	-a55Q6RWvTA	3	64	per	332	335	20.84	21.06	true	true	true	true	true	1	1	23	7	true	low_ctc_probability			false	true	true	true
sample_0019	-a55Q6RWvTA	3	65	se.	336	339	21.22	21.58	true	true	true	true	true	1	1	37	12	true	low_ctc_probability			false	true	true	true
sample_0020	-aNfi7CP8vM	7	1	Maybe	0	5	0.54	0.86	true	true	true	true	true	1	1	33	10	true	asr_disagreement			false	true	true	true
sample_0020	-aNfi7CP8vM	7	2	they	6	10	1.58	1.7	true	true	true	true	true	1	1	13	4	true	asr_disagreement			false	true	true	true
sample_0020	-aNfi7CP8vM	7	3	have	11	15	1.78	1.9	true	true	true	true	true	1	1	13	4	true	asr_disagreement			false	true	true	true
sample_0020	-aNfi7CP8vM	7	4	no	16	18	1.96	2.06	true	true	true	true	true	1	1	11	4	true	asr_disagreement			false	true	true	true
sample_0020	-aNfi7CP8vM	7	5	political	19	28	2.18	2.6	true	true	true	true	true	1	1	43	13	true	asr_disagreement			false	true	true	true
sample_0020	-aNfi7CP8vM	7	6	party	29	34	2.7	2.98	true	true	true	true	true	1	1	29	9	true	asr_disagreement			false	true	true	true
sample_0020	-aNfi7CP8vM	7	7	affiliation,	35	47	3.06	3.8	true	true	true	true	true	1	1	75	23	true	asr_disagreement			false	true	true	true
sample_0020	-aNfi7CP8vM	7	8	they're	48	55	4.26	4.48	true	true	true	true	true	1	1	23	8	true	asr_disagreement			false	true	true	true
sample_0020	-aNfi7CP8vM	7	9	not	56	59	4.5	4.62	true	true	true	true	true	1	1	13	4	true	asr_disagreement			false	true	true	true
sample_0020	-aNfi7CP8vM	7	10	interested	60	70	4.78	5.16	true	true	true	true	true	1	1	39	12	true	asr_disagreement			false	true	true	true
sample_0020	-aNfi7CP8vM	7	11	in	71	73	5.24	5.28	true	true	true	true	true	1	1	5	2	true	asr_disagreement			false	true	true	true
sample_0020	-aNfi7CP8vM	7	12	politics,	74	83	5.34	5.92	true	true	true	true	true	1	1	59	18	true	asr_disagreement			false	true	true	true
sample_0020	-aNfi7CP8vM	7	13	they	84	88	6	6.12	true	true	true	true	true	1	1	13	4	true	asr_disagreement			false	true	true	true
sample_0020	-aNfi7CP8vM	7	14	could	89	94	6.16	6.3	true	true	true	true	true	1	1	15	5	true	asr_disagreement			false	true	true	true
sample_0020	-aNfi7CP8vM	7	15	care	95	99	6.34	6.52	true	true	true	true	true	1	1	19	6	true	asr_disagreement			false	true	true	true
sample_0020	-aNfi7CP8vM	7	16	less	100	104	6.6	6.84	true	true	true	true	true	1	1	25	8	true	asr_disagreement			false	true	true	true
sample_0020	-aNfi7CP8vM	7	17	about	105	110	6.9	7.12	true	true	true	true	true	1	1	23	7	true	asr_disagreement			false	true	true	true
sample_0020	-aNfi7CP8vM	7	18	politics.	111	120	7.2	7.86	true	true	true	true	true	1	1	67	20	true	asr_disagreement			false	true	true	true
sample_0021	-aqamKhZ1Ec	0	1	In	0	2	0.12	0.16	true	true	true	true	true	1	1	5	2	true	asr_disagreement;long_word_span;low_ctc_probability;numeric_reading_review		low_ctc_probability	false	true	true	true
sample_0021	-aqamKhZ1Ec	0	2	2008,	3	8	0.36	2.78	true	true	true	true	true	1	1	243	74	true	asr_disagreement;long_word_span;low_ctc_probability;numeric_reading_review		long_word_span;numeric_reading_review	false	true	true	true
sample_0021	-aqamKhZ1Ec	0	3	there	9	14	2.86	3	true	true	true	true	true	1	1	15	5	true	asr_disagreement;long_word_span;low_ctc_probability;numeric_reading_review			false	true	true	true
sample_0021	-aqamKhZ1Ec	0	4	were	15	19	3.04	3.14	true	true	true	true	true	1	1	11	4	true	asr_disagreement;long_word_span;low_ctc_probability;numeric_reading_review			false	true	true	true
sample_0021	-aqamKhZ1Ec	0	5	very	20	24	3.24	3.5	true	true	true	true	true	1	1	27	8	true	asr_disagreement;long_word_span;low_ctc_probability;numeric_reading_review			false	true	true	true
sample_0021	-aqamKhZ1Ec	0	6	serious	25	32	3.62	4.06	true	true	true	true	true	1	1	45	14	true	asr_disagreement;long_word_span;low_ctc_probability;numeric_reading_review			false	true	true	true
sample_0021	-aqamKhZ1Ec	0	7	tribal	33	39	4.16	4.52	true	true	true	true	true	1	1	37	12	true	asr_disagreement;long_word_span;low_ctc_probability;numeric_reading_review			false	true	true	true
sample_0021	-aqamKhZ1Ec	0	8	warfare	40	47	4.72	5.22	true	true	true	true	true	1	1	51	16	true	asr_disagreement;long_word_span;low_ctc_probability;numeric_reading_review			false	true	true	true
sample_0021	-aqamKhZ1Ec	0	9	in	48	50	5.44	5.48	true	true	true	true	true	1	1	5	2	true	asr_disagreement;long_word_span;low_ctc_probability;numeric_reading_review			false	true	true	true
sample_0021	-aqamKhZ1Ec	0	10	Kenya	51	56	5.96	8	true	true	true	true	true	1	1	205	62	true	asr_disagreement;long_word_span;low_ctc_probability;numeric_reading_review		long_word_span	false	true	true	true
sample_0021	-aqamKhZ1Ec	0	11	following	57	66	8.98	9.34	true	true	true	true	true	1	1	37	12	true	asr_disagreement;long_word_span;low_ctc_probability;numeric_reading_review			false	true	true	true
sample_0021	-aqamKhZ1Ec	0	12	a	67	68	9.4	9.42	true	true	true	true	true	1	1	3	1	true	asr_disagreement;long_word_span;low_ctc_probability;numeric_reading_review			false	true	true	true
sample_0021	-aqamKhZ1Ec	0	13	disputed	69	77	9.48	9.94	true	true	true	true	true	1	1	47	15	true	asr_disagreement;long_word_span;low_ctc_probability;numeric_reading_review			false	true	true	true
sample_0021	-aqamKhZ1Ec	0	14	election.	78	87	10.02	10.4	true	true	true	true	true	1	1	39	12	true	asr_disagreement;long_word_span;low_ctc_probability;numeric_reading_review			false	true	true	true
sample_0022	-dxfTGcXJoc	1	1	For	0	3	0.5	0.6	true	true	true	true	true	1	1	11	3	true	numeric_reading_review			false	true	true	true
sample_0022	-dxfTGcXJoc	1	2	the	4	7	0.66	0.74	true	true	true	true	true	1	1	9	4	true	numeric_reading_review			false	true	true	true
sample_0022	-dxfTGcXJoc	1	3	10th	8	12	0.8	1.02	true	true	true	true	true	1	1	23	7	true	numeric_reading_review		numeric_reading_review	false	true	true	true
sample_0022	-dxfTGcXJoc	1	4	straight	13	21	1.12	1.4	true	true	true	true	true	1	1	29	9	true	numeric_reading_review			false	true	true	true
sample_0022	-dxfTGcXJoc	1	5	year,	22	27	1.48	1.7	true	true	true	true	true	1	1	23	7	true	numeric_reading_review			false	true	true	true
sample_0022	-dxfTGcXJoc	1	6	some	28	32	2.26	2.54	true	true	true	true	true	1	1	29	10	true	numeric_reading_review			false	true	true	true
sample_0022	-dxfTGcXJoc	1	7	of	33	35	2.64	2.68	true	true	true	true	true	1	1	5	2	true	numeric_reading_review			false	true	true	true
sample_0022	-dxfTGcXJoc	1	8	Kentucky’s	36	46	2.76	3.26	true	true	true	true	true	1	1	51	16	true	numeric_reading_review			false	true	true	true
sample_0022	-dxfTGcXJoc	1	9	best	47	51	3.42	3.72	true	true	true	true	true	1	1	31	10	true	numeric_reading_review			false	true	true	true
sample_0022	-dxfTGcXJoc	1	10	and	52	55	3.92	3.98	true	true	true	true	true	1	1	7	3	true	numeric_reading_review			false	true	true	true
sample_0022	-dxfTGcXJoc	1	11	most	56	60	4.08	4.28	true	true	true	true	true	1	1	21	7	true	numeric_reading_review			false	true	true	true
sample_0022	-dxfTGcXJoc	1	12	innovative	61	71	4.44	4.9	true	true	true	true	true	1	1	47	14	true	numeric_reading_review			false	true	true	true
sample_0022	-dxfTGcXJoc	1	13	biotech	72	79	4.96	5.5	true	true	true	true	true	1	1	55	17	true	numeric_reading_review			false	true	true	true
sample_0022	-dxfTGcXJoc	1	14	companies	80	89	5.58	6	true	true	true	true	true	1	1	43	13	true	numeric_reading_review			false	true	true	true
sample_0022	-dxfTGcXJoc	1	15	and	90	93	6.08	6.14	true	true	true	true	true	1	1	7	3	true	numeric_reading_review			false	true	true	true
sample_0022	-dxfTGcXJoc	1	16	technologies	94	106	6.22	6.94	true	true	true	true	true	1	1	73	23	true	numeric_reading_review			false	true	true	true
sample_0022	-dxfTGcXJoc	1	17	were	107	111	7.32	7.5	true	true	true	true	true	1	1	19	6	true	numeric_reading_review			false	true	true	true
sample_0022	-dxfTGcXJoc	1	18	on	112	114	7.66	7.74	true	true	true	true	true	1	1	9	4	true	numeric_reading_review			false	true	true	true
sample_0022	-dxfTGcXJoc	1	19	display	115	122	7.84	8.42	true	true	true	true	true	1	1	59	18	true	numeric_reading_review			false	true	true	true
sample_0022	-dxfTGcXJoc	1	20	at	123	125	8.66	8.72	true	true	true	true	true	1	1	7	3	true	numeric_reading_review			false	true	true	true
sample_0022	-dxfTGcXJoc	1	21	the	126	129	8.78	8.9	true	true	true	true	true	1	1	13	4	true	numeric_reading_review			false	true	true	true
sample_0022	-dxfTGcXJoc	1	22	annual	130	136	9.08	9.4	true	true	true	true	true	1	1	33	10	true	numeric_reading_review			false	true	true	true
sample_0022	-dxfTGcXJoc	1	23	BIO	137	140	9.66	9.92	true	true	true	true	true	1	1	27	9	true	numeric_reading_review			false	true	true	true
sample_0022	-dxfTGcXJoc	1	24	International	141	154	10.24	10.76	true	true	true	true	true	1	1	53	16	true	numeric_reading_review			false	true	true	true
sample_0022	-dxfTGcXJoc	1	25	Convention,	155	166	10.84	11.3	true	true	true	true	true	1	1	47	14	true	numeric_reading_review			false	true	true	true
sample_0022	-dxfTGcXJoc	1	26	which	167	172	11.86	12.04	true	true	true	true	true	1	1	19	7	true	numeric_reading_review			false	true	true	true
sample_0022	-dxfTGcXJoc	1	27	I	173	174	12.38	12.4	true	true	true	true	true	1	1	3	1	true	numeric_reading_review			false	true	true	true
sample_0022	-dxfTGcXJoc	1	28	and	175	178	12.58	12.68	true	true	true	true	true	1	1	11	4	true	numeric_reading_review			false	true	true	true
sample_0022	-dxfTGcXJoc	1	29	other	179	184	12.8	12.96	true	true	true	true	true	1	1	17	5	true	numeric_reading_review			false	true	true	true
sample_0022	-dxfTGcXJoc	1	30	state	185	190	13	13.2	true	true	true	true	true	1	1	21	6	true	numeric_reading_review			false	true	true	true
sample_0022	-dxfTGcXJoc	1	31	officials	191	200	13.24	13.66	true	true	true	true	true	1	1	43	13	true	numeric_reading_review			false	true	true	true
sample_0022	-dxfTGcXJoc	1	32	attended	201	209	13.78	14.12	true	true	true	true	true	1	1	35	11	true	numeric_reading_review			false	true	true	true
sample_0022	-dxfTGcXJoc	1	33	this	210	214	14.18	14.32	true	true	true	true	true	1	1	15	5	true	numeric_reading_review			false	true	true	true
sample_0022	-dxfTGcXJoc	1	34	week	215	219	14.42	14.62	true	true	true	true	true	1	1	21	7	true	numeric_reading_review			false	true	true	true
sample_0022	-dxfTGcXJoc	1	35	in	220	222	14.86	14.9	true	true	true	true	true	1	1	5	2	true	numeric_reading_review			false	true	true	true
sample_0022	-dxfTGcXJoc	1	36	Chicago.	223	231	14.96	15.44	true	true	true	true	true	1	1	49	16	true	numeric_reading_review			false	true	true	true
sample_0023	-dxfTGcXJoc	0	1	This	0	4	0.58	0.68	true	true	true	false	false	1	0	11	0	true	ellipsis_title_review;numeric_reading_review	vision_missing_words;vision_partial_coverage		false	true	true	false
sample_0023	-dxfTGcXJoc	0	2	is	5	7	0.78	0.84	true	true	true	false	false	1	0	7	0	true	ellipsis_title_review;numeric_reading_review	vision_missing_words;vision_partial_coverage		false	true	true	false
sample_0023	-dxfTGcXJoc	0	3	Governor	8	16	0.9	1.2	true	true	true	false	false	1	0	31	0	true	ellipsis_title_review;numeric_reading_review	vision_missing_words;vision_partial_coverage		false	true	true	false
sample_0023	-dxfTGcXJoc	0	4	Steve	17	22	1.26	1.56	true	true	true	false	false	1	0	31	0	true	ellipsis_title_review;numeric_reading_review	vision_missing_words;vision_partial_coverage		false	true	true	false
sample_0023	-dxfTGcXJoc	0	5	Beshear	23	30	1.6	2	true	true	true	false	false	1	0	41	0	true	ellipsis_title_review;numeric_reading_review	vision_missing_words;vision_partial_coverage		false	true	true	false
sample_0023	-dxfTGcXJoc	0	6	...	31	34	NaN	NaN	false	true	false	false	false	0	0	0	0	true	ellipsis_title_review;numeric_reading_review	vision_missing_words;vision_partial_coverage	punctuation_only	false	false	false	false
sample_0023	-dxfTGcXJoc	0	7	About	35	40	2.62	2.84	true	true	true	false	false	1	0	23	0	true	ellipsis_title_review;numeric_reading_review	vision_missing_words;vision_partial_coverage		false	true	true	false
sample_0023	-dxfTGcXJoc	0	8	Kentucky	41	49	2.94	3.38	true	true	true	false	false	1	0	45	0	true	ellipsis_title_review;numeric_reading_review	vision_missing_words;vision_partial_coverage		false	true	true	false
sample_0023	-dxfTGcXJoc	0	9	Our	50	53	4.46	4.54	true	true	true	false	false	1	0	9	0	true	ellipsis_title_review;numeric_reading_review	vision_missing_words;vision_partial_coverage		false	true	true	false
sample_0023	-dxfTGcXJoc	0	10	state	54	59	4.62	4.9	true	true	true	true	true	1	0.357142857	29	3	true	ellipsis_title_review;numeric_reading_review	vision_missing_words;vision_partial_coverage		false	true	true	true
sample_0023	-dxfTGcXJoc	0	11	is	60	62	4.98	5.04	true	true	true	true	true	1	1	7	3	true	ellipsis_title_review;numeric_reading_review	vision_missing_words;vision_partial_coverage		false	true	true	true
sample_0023	-dxfTGcXJoc	0	12	home	63	67	5.14	5.44	true	true	true	true	true	1	1	31	10	true	ellipsis_title_review;numeric_reading_review	vision_missing_words;vision_partial_coverage		false	true	true	true
sample_0023	-dxfTGcXJoc	0	13	to	68	70	5.54	5.62	true	true	true	true	true	1	1	9	3	true	ellipsis_title_review;numeric_reading_review	vision_missing_words;vision_partial_coverage		false	true	true	true
sample_0023	-dxfTGcXJoc	0	14	more	71	75	5.7	5.88	true	true	true	true	true	1	1	19	6	true	ellipsis_title_review;numeric_reading_review	vision_missing_words;vision_partial_coverage		false	true	true	true
sample_0023	-dxfTGcXJoc	0	15	than	76	80	5.92	6.06	true	true	true	true	true	1	1	15	5	true	ellipsis_title_review;numeric_reading_review	vision_missing_words;vision_partial_coverage		false	true	true	true
sample_0023	-dxfTGcXJoc	0	16	1,500	81	86	6.08	7.14	true	true	true	true	true	1	1	107	33	true	ellipsis_title_review;numeric_reading_review	vision_missing_words;vision_partial_coverage	numeric_reading_review	false	true	true	true
sample_0023	-dxfTGcXJoc	0	17	bioscience	87	97	7.28	8.06	true	true	true	true	true	1	1	79	24	true	ellipsis_title_review;numeric_reading_review	vision_missing_words;vision_partial_coverage		false	true	true	true
sample_0023	-dxfTGcXJoc	0	18	and	98	101	8.26	8.34	true	true	true	true	true	1	1	9	4	true	ellipsis_title_review;numeric_reading_review	vision_missing_words;vision_partial_coverage		false	true	true	true
sample_0023	-dxfTGcXJoc	0	19	lifescience	102	113	8.46	9.02	true	true	true	true	true	1	1	57	18	true	ellipsis_title_review;numeric_reading_review	vision_missing_words;vision_partial_coverage		false	true	true	true
sample_0023	-dxfTGcXJoc	0	20	companies	114	123	9.1	9.5	true	true	true	true	true	1	1	41	12	true	ellipsis_title_review;numeric_reading_review	vision_missing_words;vision_partial_coverage		false	true	true	true
sample_0023	-dxfTGcXJoc	0	21	and	124	127	10.08	10.14	true	true	true	true	true	1	1	7	3	true	ellipsis_title_review;numeric_reading_review	vision_missing_words;vision_partial_coverage		false	true	true	true
sample_0023	-dxfTGcXJoc	0	22	more	128	132	10.22	10.38	true	true	true	true	true	1	1	17	6	true	ellipsis_title_review;numeric_reading_review	vision_missing_words;vision_partial_coverage		false	true	true	true
sample_0023	-dxfTGcXJoc	0	23	than	133	137	10.4	10.52	true	true	true	true	true	1	1	13	4	true	ellipsis_title_review;numeric_reading_review	vision_missing_words;vision_partial_coverage		false	true	true	true
sample_0023	-dxfTGcXJoc	0	24	100,000	138	145	10.58	11.5	true	true	true	true	true	1	1	93	28	true	ellipsis_title_review;numeric_reading_review	vision_missing_words;vision_partial_coverage	numeric_reading_review	false	true	true	true
sample_0023	-dxfTGcXJoc	0	25	people	146	152	11.56	11.86	true	true	true	true	true	1	1	31	10	true	ellipsis_title_review;numeric_reading_review	vision_missing_words;vision_partial_coverage		false	true	true	true
sample_0023	-dxfTGcXJoc	0	26	who	153	156	12.06	12.16	true	true	true	true	true	1	1	11	4	true	ellipsis_title_review;numeric_reading_review	vision_missing_words;vision_partial_coverage		false	true	true	true
sample_0023	-dxfTGcXJoc	0	27	work	157	161	12.26	12.4	true	true	true	true	true	1	1	15	5	true	ellipsis_title_review;numeric_reading_review	vision_missing_words;vision_partial_coverage		false	true	true	true
sample_0023	-dxfTGcXJoc	0	28	for	162	165	12.48	12.56	true	true	true	true	true	1	1	9	3	true	ellipsis_title_review;numeric_reading_review	vision_missing_words;vision_partial_coverage		false	true	true	true
sample_0023	-dxfTGcXJoc	0	29	these	166	171	12.6	12.76	true	true	true	true	true	1	1	17	5	true	ellipsis_title_review;numeric_reading_review	vision_missing_words;vision_partial_coverage		false	true	true	true
sample_0023	-dxfTGcXJoc	0	30	firms,	172	178	12.82	13.2	true	true	true	true	true	1	1	39	12	true	ellipsis_title_review;numeric_reading_review	vision_missing_words;vision_partial_coverage		false	true	true	true
sample_0023	-dxfTGcXJoc	0	31	in	179	181	13.94	14	true	true	true	true	true	1	1	7	2	true	ellipsis_title_review;numeric_reading_review	vision_missing_words;vision_partial_coverage		false	true	true	true
sample_0023	-dxfTGcXJoc	0	32	areas	182	187	14.18	14.54	true	true	true	true	true	1	1	37	12	true	ellipsis_title_review;numeric_reading_review	vision_missing_words;vision_partial_coverage		false	true	true	true
sample_0023	-dxfTGcXJoc	0	33	from	188	192	14.64	14.84	true	true	true	true	true	1	1	21	7	true	ellipsis_title_review;numeric_reading_review	vision_missing_words;vision_partial_coverage		false	true	true	true
