sample,source_words,bert_tokens,hidden_size,finite_values,alignment_join,alignment_status,alignment_review_flags,output_sha256,transcript_sha256,alignment_sha256,run_signature,status,error
sample_0068,22,32,768,true,exact,needs_review,asr_disagreement;low_ctc_probability,74ebcb2471e552a699750e9ec24661cc71c151f508e544dc3bd845e92469a4cc,02d03bfe301b4e2341b12749ee8d9b03af22d4bb0b7cf06af7180495238a2005,b7a6cca380561a864f9bcc7f888a70e588f3502d83712f91d7cf37aabaa60d9f,e21dbc32d3b676449421e646a73878eb0a535c3dc8203d0368e26fb20a711c7f,ok,
sample_0069,18,24,768,true,exact,auto_checked,,a150b98602d2023fbe2c8017434bd155f7cab541c4f7cc6aa72fa2c48cf11c85,e98b82a28182435ec3271a7d4f2d1732c3f387153858f3d3fb72566293411a96,78e25db49a972ddf1c5156aa834edcf54754299484c1638fff372a592dbfaa59,e21dbc32d3b676449421e646a73878eb0a535c3dc8203d0368e26fb20a711c7f,ok,
sample_0070,14,17,768,true,exact,auto_checked,,bb8a0bce716113e4f0e164366393c71a6e8cb4d28ce9108318a5ff52603d063b,32cee8f979caa3ad38c4e527ae93bb899043bcc4e353f76f7d7a2588ba9a25fb,82bef1a8a18a0b18389b88d165d6e05cbcff562d5eb54768bc57266c7cca93f2,e21dbc32d3b676449421e646a73878eb0a535c3dc8203d0368e26fb20a711c7f,ok,
sample_0071,13,19,768,true,exact,needs_review,asr_disagreement;low_ctc_probability,a527236e87fd846f4cb8d310ce8ab7f1894617158e72b43beedd41d00b30c919,96598849754d0594dd898377ebd1f8ce193af1491d5f002050f6dea780c7ca2f,acbfb2ebc8056030e37fd4c579d5d67c3d254187284f047b6f27975c2aaf69a8,e21dbc32d3b676449421e646a73878eb0a535c3dc8203d0368e26fb20a711c7f,ok,
sample_0072,13,16,768,true,exact,needs_review,asr_disagreement;low_ctc_probability,b0f9357d7bc929a26a0cfd0251f4256f584ede3fdf0d9d1b0b1c79494f6f5337,efd53156234a6fe19e1d8ddffac7dc78c44efc68a0a2f293dc30821bfdd094b8,91727fe293e4c7113bb949594012a12079f280117a75dbe505cde0cc0a8509e5,e21dbc32d3b676449421e646a73878eb0a535c3dc8203d0368e26fb20a711c7f,ok,
sample_0073,16,20,768,true,exact,needs_review,asr_disagreement;low_ctc_probability,be22034cfcf9584203e428e36f32393207f82cd39c7f0476923a9796d8f9278c,876a79155132e90b3394e7cb3977b04230ce528b35b0e739502dc5c27169e7e0,237ee871aafe1057558b22ee7a8956e22fe99141ffa037c008da892b8c6c6882,e21dbc32d3b676449421e646a73878eb0a535c3dc8203d0368e26fb20a711c7f,ok,
sample_0074,18,24,768,true,exact,needs_review,asr_disagreement,7ca86a5b68b5d086684eb69ed985ce3050a46568efc024ddb1c2ba8d399b88b7,d737909b534cfe89b07541f89d3ecb1b7e97f805ba1dfc1962ea3c475b97a063,e485bb1371c5ff3c929da216d98adde7e77bd2a1f7df1663143ea2f67671a145,e21dbc32d3b676449421e646a73878eb0a535c3dc8203d0368e26fb20a711c7f,ok,
sample_0075,34,40,768,true,exact,auto_checked,,919cd9381ee39704ca16c5d76ac91124cfd3054556e5e8e1dee4927a3d3e7189,d8191a0e9bf808171a0610c82825567e304d6950a9b1ee4e9c3f57fdd67c5add,10f253fd4070c258855060887d6046eeebffbb681d7fdfca291b14e6e8058ed8,e21dbc32d3b676449421e646a73878eb0a535c3dc8203d0368e26fb20a711c7f,ok,
sample_0076,22,30,768,true,exact,needs_review,asr_disagreement;low_ctc_probability,bdea40a8dc771a9177b661ced0ecaedc3b331f69832be8091a85bde97bc4b0c4,d81896a67e5f274d2c16dbf281a45824f967fe604ce10737525c3ccae7723a3e,15a59df668a4e5dbf25f985a95a624bbaa1824b83dfb21ea1c5cb5977375d514,e21dbc32d3b676449421e646a73878eb0a535c3dc8203d0368e26fb20a711c7f,ok,
sample_0077,9,13,768,true,exact,needs_review,asr_disagreement;low_ctc_probability,7da9dacdcb3dc12f1b25fd037a6396d52bd8d98e978293d34e4538cf3f551d93,90e4f5f3d707d702db91e02acb36aef59bcc5989d01839f4e69891616d660847,d556aba99e446b641f2c5c2a04565ebe3b10768ea292f6cc5709677cca6fa2ca,e21dbc32d3b676449421e646a73878eb0a535c3dc8203d0368e26fb20a711c7f,ok,
sample_0078,12,16,768,true,exact,auto_checked,,9e9c33f9f305816b80dfaca4af0271700f59cd21ed33f56f84038f63fd9eddcb,cc4943d1a2d9da1cfa76b529da139ea3ac05a0ff0f9935f381fb9c14c18f72a0,16b0e375633a3cc392671962f1cf70f15fe1a63ecccf2461607db81f6114f440,e21dbc32d3b676449421e646a73878eb0a535c3dc8203d0368e26fb20a711c7f,ok,
sample_0079,41,58,768,true,exact,needs_review,asr_disagreement;low_ctc_probability,f1e3b0e341c9964523ba98cc065fb62db2c3bddce5493534cf41e93c7e03c862,53a9c4d7b99b24b4a7472cea8414ccb888be5eabdef6e10c83361628bd8323db,83f8fc0cf68752c8ca63d1f2569341a9ceaee896d0126841fe2e964101a77350,e21dbc32d3b676449421e646a73878eb0a535c3dc8203d0368e26fb20a711c7f,ok,
sample_0080,16,19,768,true,exact,needs_review,asr_disagreement,f5a2b9ebde7f05e5048d634fd2260543a5c8906b82924c21585a106de55b2c5d,15effa3af619e2681091bfb260ded02117f167a5c4be5e77fff33a4e08a8caf1,086d83eda271f3c8297474737a39f9de52ea60fdcdbb2c29fa9c401dd6ffeeee,e21dbc32d3b676449421e646a73878eb0a535c3dc8203d0368e26fb20a711c7f,ok,
sample_0081,21,28,768,true,exact,auto_checked,,987cb56fcdce22cc845df08082d997e47f0cb5fc0ea7633e62334c50900a2c52,d45a4c90c53d56e4ab5a94feb0eb2f9ff65b538e0dbae7d2f825e9712e1fbf6c,c5f67a14bee89167c051caf7b6a67471ab07dcf1a9837b32955531742c23d194,e21dbc32d3b676449421e646a73878eb0a535c3dc8203d0368e26fb20a711c7f,ok,
sample_0082,14,18,768,true,exact,auto_checked,,25ef0a59a59acdbc17b423816cf368282156aa63835adf8ae8d1d8a990740aab,c402887ff4c5a0fb3774b386105e85b03916cc55ea3f03e731045058c5eeae26,7feb8927445e041e7e7af36a5eb654c11bc1e2c8ffc0d674b09e667c028e36ca,e21dbc32d3b676449421e646a73878eb0a535c3dc8203d0368e26fb20a711c7f,ok,
sample_0083,31,35,768,true,exact,auto_checked,,57e51a2b71bf8765697317705fce1948120c6fcf94abd047621285bfe36b61e3,92d6e9fd047cc71b66015cff4b3c738c9b0231d578f9f801e309692ff9e76ea9,1c8c9c1c4243152ce938022355bdad640f38c2f5d23778df40cfbced0df96be5,e21dbc32d3b676449421e646a73878eb0a535c3dc8203d0368e26fb20a711c7f,ok,
sample_0084,17,21,768,true,exact,needs_review,asr_disagreement,5d7473ba01f255342ece3aedaeeb7caa99ef3b868e91b0709f39e2070e3b2a9a,a270bb05e4028b233a7b24185137fa42eafda19ff26fba42416ce4c9a43aed2f,5d1f5de3a1afc98b3bb7af67cc4ff8609306727fd0601fe4124d121450930022,e21dbc32d3b676449421e646a73878eb0a535c3dc8203d0368e26fb20a711c7f,ok,
sample_0085,17,23,768,true,exact,auto_checked,,997dd3fb801a6abb04d267139aa81d8ac2fbfcae9fbab4b2258ab56b93d3c90a,d3555b14bb47b174fbff361f276899a48984d7c17f63c0199df6ce993808d135,80451bfcc9b2876718d857f63d5cfda9555591d69b134f705594dba490a9f3a4,e21dbc32d3b676449421e646a73878eb0a535c3dc8203d0368e26fb20a711c7f,ok,
sample_0086,25,31,768,true,exact,needs_review,asr_disagreement;low_ctc_probability,10742a13272c29130813c15054b86d6cf13c47b1a2e0b2c2b4421ed80c0ca9f6,cfcd8b471a2463bbf3a57796635230abb520d2fdf4c7ca9237e6e992af68a2bf,19d81c20d98b7af9966cfdcb6da9151082102740adbee808aa10f5dbb4af1318,e21dbc32d3b676449421e646a73878eb0a535c3dc8203d0368e26fb20a711c7f,ok,
sample_0087,18,25,768,true,exact,needs_review,low_ctc_probability,e5dc2cdde4163e42756853091e5d7cd7963e8487de875d219e9bc71312e8ba1c,06066cdd3a69188d9b551d1dd8ab73440d1fb35427cc9d6269c9167249435175,e37e960b75cfdb587224a25df7f984ee997369e7c44b30348de80a591629a88a,e21dbc32d3b676449421e646a73878eb0a535c3dc8203d0368e26fb20a711c7f,ok,
sample_0088,8,10,768,true,exact,needs_review,asr_disagreement;low_ctc_probability,1b9983df496d8e26212b2e1521feba9e0719de32416706639b369c770acb7562,67e24366653bb748973c629e8917b2d43c1a042a58c1a25055305cf96dd85d91,f05a4c91954c9580aac02afc79ce49e5627f6f9ad06537137318a3e129787069,e21dbc32d3b676449421e646a73878eb0a535c3dc8203d0368e26fb20a711c7f,ok,
sample_0089,16,28,768,true,exact,needs_review,asr_disagreement;low_ctc_probability,5743850c6bea05923dd804c8b4381f7720f6acd074f00814f7f286aa7e3880df,485fc16ed107188fbeebd37d539df40b7e66a174cb2f7a52991e1993cc5b9707,36b40aa831bbf947dcba8423b63b12883c1cc52a50e999439e989291a2d10284,e21dbc32d3b676449421e646a73878eb0a535c3dc8203d0368e26fb20a711c7f,ok,
sample_0090,9,13,768,true,exact,needs_review,asr_disagreement;low_ctc_probability,c9460d38e778edf8000825463d77dbbcb2e3fd0b2d5617574eaf249275cdc655,b65c73ef4a0f7b9c2d61b5b240b4e1bf4faabd5bcaf23f266dee97618c4c4cb0,f3ee476822d5d6438b971605564224c6fe57ef96eb9b25a5d574a3a2e985455b,e21dbc32d3b676449421e646a73878eb0a535c3dc8203d0368e26fb20a711c7f,ok,
sample_0091,11,14,768,true,exact,needs_review,asr_disagreement,11814482d5f8070ecb33e2addc5389f9c918d77747334bdf34d3282bc69edefc,8f6128c866cc3d5d668326149631575f43e8832d0037a251401a6c48a46cd6ed,de5f9436246fa0c81fdbf2d96128da041d0ff4eef9447dfdff3ee0f16597b379,e21dbc32d3b676449421e646a73878eb0a535c3dc8203d0368e26fb20a711c7f,ok,
sample_0092,24,30,768,true,exact,needs_review,low_ctc_probability,f62a3e78ad5c5206c515b9bf45480befcdbbd11b48499d317801ed596cff1ee6,826689db331adffd405a7e2ad84f6ca24ec97d2a9c5a0293eedef5941783b672,d3fecb09cd7dde6bae8702a536b88a15b635bcd51b0e4432ee1473cbc670827d,e21dbc32d3b676449421e646a73878eb0a535c3dc8203d0368e26fb20a711c7f,ok,
sample_0093,19,22,768,true,exact,needs_review,low_ctc_probability,604ae61056dd806e23f49ac7803dad3c9a3ee67dd989bfa36e5f9bc6a058ac24,e87c80d3bcdd80b34495c33e4cfdfb0de445d9ef44f28d5be83cda2335803a7d,f0bdade7ebe0c7ae9e22c46b1af159955a930045d46f9f05d458a1f27aa1cac8,e21dbc32d3b676449421e646a73878eb0a535c3dc8203d0368e26fb20a711c7f,ok,
sample_0094,9,12,768,true,exact,needs_review,asr_disagreement,d4c17484a1b7a7375d432c59e2eeaaf920ae21e19ba98f0a94395efe42c7fc53,bf8e68db5decfd6cc6a296b6464a35fddb9bd64d99bdfb4fd9d0ec6e71474f9e,8ca95dc0b5f9f2470648214c29d6cac3c1510d723fa2d44692c60778b4cdbbcd,e21dbc32d3b676449421e646a73878eb0a535c3dc8203d0368e26fb20a711c7f,ok,
sample_0095,28,40,768,true,exact,needs_review,asr_disagreement;low_ctc_probability,51325e1b7f1933ccf18e6416c70879a0797bc51cdc96d7793fce17ffa1a53bb4,8455bf2ef7c23cdb49c5994385fcd2669f840a4e4916d7c2b85b19b93780bc1d,75849896eb0b0d40f3a9566c202cd367ef17e84938a445dc361defe02b3f1a1f,e21dbc32d3b676449421e646a73878eb0a535c3dc8203d0368e26fb20a711c7f,ok,
sample_0096,5,7,768,true,exact,needs_review,asr_disagreement,f74230b1c3ffafd9b59e0923faf494e203c372b0bb666de8f50afed32b560949,3ef0a00613818cf80e75e69aa518af01a331f1a71668609e052f9e13ff22e9e7,2be36836734360748a01485734543c35977f357419d3668d544b8d7cde4bca6b,e21dbc32d3b676449421e646a73878eb0a535c3dc8203d0368e26fb20a711c7f,ok,
sample_0097,13,19,768,true,exact,needs_review,asr_disagreement,125abbbe715aa44bd9d49965f23f4cd46c0bc26439f2ca8bef1514ab13fdf6f6,1b4d1af90ee59ff7239ce2e1b9dab817057f7d976e56958fd75923318dec442f,3eb0fbd818849b5d590eb968e32fc4ae830995a9e67d552c92a68b3b1b61d9bb,e21dbc32d3b676449421e646a73878eb0a535c3dc8203d0368e26fb20a711c7f,ok,
sample_0098,49,57,768,true,exact,needs_review,asr_disagreement;low_ctc_probability,4d08d414c173fc64c4be1f85c5ad035a64572920e66e48d8cfad539bb59c489f,186478d349023d371d864220c1660ce8d987b36f2972f5cd5d87c4db145a180a,68163a8d3e1d511cf9e25f8d779df810bdf8ee21c88ee8d39bef3f1d22c94b56,e21dbc32d3b676449421e646a73878eb0a535c3dc8203d0368e26fb20a711c7f,ok,
sample_0099,25,33,768,true,exact,needs_review,asr_disagreement;low_ctc_probability,212c1b8c7cc9f6a479a342335366f374dd61c04eea569a68422ed3deeaee8318,b1a7dcd8cb1edbff14e18c0dc9112def22b9df68e883121fbc3fd46aecec92e7,30e34b5902c79f396640d59412450fe093dd4688de4f2f711cc92fbeb9f2763a,e21dbc32d3b676449421e646a73878eb0a535c3dc8203d0368e26fb20a711c7f,ok,
sample_0100,19,26,768,true,exact,needs_review,asr_disagreement;low_ctc_probability,35dc735736ae03ffb5a04c48a1fae2d7851babe4d4ffa99c7270272d3044e29a,690765e3eb74923649edcafbfefc787f38ec6562d44f5bf52af1d246a416b8d2,829187b0769442025f8d589630568a74ea9a161a7d3006568a2de699d6702c6b,e21dbc32d3b676449421e646a73878eb0a535c3dc8203d0368e26fb20a711c7f,ok,
