source_excel_row,video_id,clip_id,video_relpath,text,label,annotation,qc_status,qc_note,stage_relpath,source_sha256,staged_sha256
73,-hnBHBN8p5A,6,-hnBHBN8p5A/6.mp4,"Discussion, how to discuss ideas and opinions more effectively than a native speaker",1.0,Positive,not_reviewed,,mosei-stage-v1.0/sample_0072.mp4,997f6808ac3973ddd71800e91c8e10755c10b5037186d84348a79e00d672fdc7,997f6808ac3973ddd71800e91c8e10755c10b5037186d84348a79e00d672fdc7
74,-qDkUB0GgYY,6,-qDkUB0GgYY/6.mp4,"We always love to hear what you say, and like and share this video as well.",1.3333333730697632,Positive,not_reviewed,,mosei-stage-v1.0/sample_0073.mp4,ab19bf4a761d3919b7113b1104ccaadbbf0c4e7b45694904d094280a2c329c8b,ab19bf4a761d3919b7113b1104ccaadbbf0c4e7b45694904d094280a2c329c8b
75,-uywlfIYOS8,4,-uywlfIYOS8/4.mp4,"And then from a brand point of view, we need to make sure we're driving the relevant insight.",0.3333333432674408,Positive,not_reviewed,,mosei-stage-v1.0/sample_0074.mp4,fde46f5222cf5cfec7af9c93214c972ce2d686b0bf9c90a291021601968986f9,fde46f5222cf5cfec7af9c93214c972ce2d686b0bf9c90a291021601968986f9
76,-6rXp3zJ3kc,8,-6rXp3zJ3kc/8.mp4,Many people are not until they get to be a older age and they realize that gosh they wasted a lot of time and money in placing bets on stock that's ultimately lost value.,-1.0,Negative,not_reviewed,,mosei-stage-v1.0/sample_0075.mp4,59b77a0f873b7fa95e7327b93d64bb5a4bdae84039321988ef70bba8e63ee1ae,59b77a0f873b7fa95e7327b93d64bb5a4bdae84039321988ef70bba8e63ee1ae
77,-9y-fZ3swSY,0,-9y-fZ3swSY/0.mp4,"is, you can say, hey I really like baby skin, they are so soft, they don’t have any hair on their face",1.0,Positive,not_reviewed,,mosei-stage-v1.0/sample_0076.mp4,29a1fd181293cdbe24e50edcad51e3cc0f27a5824d840bcc39d453b272fb6e3c,29a1fd181293cdbe24e50edcad51e3cc0f27a5824d840bcc39d453b272fb6e3c
78,-9y-fZ3swSY,4,-9y-fZ3swSY/4.mp4,I’ve seen this in US or in the US,0.0,Neutral,not_reviewed,,mosei-stage-v1.0/sample_0077.mp4,fe04a26710e85c58bdaad5a48618c7e0f742d82b0d920eb4a046c8f14a6921dc,fe04a26710e85c58bdaad5a48618c7e0f742d82b0d920eb4a046c8f14a6921dc
79,-9y-fZ3swSY,8,-9y-fZ3swSY/8.mp4,That’s a more decent and more polite way to call a lady,1.6666666269302368,Positive,not_reviewed,,mosei-stage-v1.0/sample_0078.mp4,6140d031e614b62a5d8df73346fef2417c28cee3501310aa95aa40d358b4b256,6140d031e614b62a5d8df73346fef2417c28cee3501310aa95aa40d358b4b256
80,-AUZQgSxyPQ,2,-AUZQgSxyPQ/2.mp4,"The perfect soul mate to the Clarisonic Spot Therapy Brush, this gentle, Ph balanced and hydrating exfoliant containing jojoba and acai fruit oils and bamboo and prickly bear extracts deliver intense healing, while smooth granules buff away dead, dry skin cells.",0.6666666865348816,Positive,not_reviewed,,mosei-stage-v1.0/sample_0079.mp4,e09034b30bb4f8fb9f9c2568afc20f2a764e327fe6ef4e13f21804eaac51bb7b,e09034b30bb4f8fb9f9c2568afc20f2a764e327fe6ef4e13f21804eaac51bb7b
81,-HeZS2-Prhc,2,-HeZS2-Prhc/2.mp4,The August jobs report is out and it was seen overall as solid but not great.,0.6666666865348816,Positive,not_reviewed,,mosei-stage-v1.0/sample_0080.mp4,edb0fa22fdfbd990c8174764af78670bd2ecad799240d35d96a1124a3cd9dc0c,edb0fa22fdfbd990c8174764af78670bd2ecad799240d35d96a1124a3cd9dc0c
82,-MeTTeMJBNc,0,-MeTTeMJBNc/0.mp4,"Okay, what happens at this point after we've taken this brief walk down memory lane, is the presentation of the gift.",0.3333333432674408,Positive,not_reviewed,,mosei-stage-v1.0/sample_0081.mp4,54e2097f7bdb455d243e72254e5af7ed16160739f2f3cfd22f57d2729ec1acbe,54e2097f7bdb455d243e72254e5af7ed16160739f2f3cfd22f57d2729ec1acbe
83,-MeTTeMJBNc,13,-MeTTeMJBNc/13.mp4,"It just needs to be a simple statement, and then you present the gift.",0.3333333432674408,Positive,not_reviewed,,mosei-stage-v1.0/sample_0082.mp4,80c5d996e5d7b61c58e1fe32d706efcaf80c8c8cddb5c37a5c66d527786c2a44,80c5d996e5d7b61c58e1fe32d706efcaf80c8c8cddb5c37a5c66d527786c2a44
84,-MeTTeMJBNc,7,-MeTTeMJBNc/7.mp4,"Maybe you could find a picture of the couple from their wedding or sometime in their life, or maybe even a current picture and have it put in a beautiful frame.",1.3333333730697632,Positive,not_reviewed,,mosei-stage-v1.0/sample_0083.mp4,40716dc7402fd6398038eded58ce939ec76be6afbeea346b968bf4c427088f3a,40716dc7402fd6398038eded58ce939ec76be6afbeea346b968bf4c427088f3a
85,-RfYyzHpjk4,11,-RfYyzHpjk4/11.mp4,"So get your friends lined up, get your business colleagues lined up and have a good time.",2.0,Positive,not_reviewed,,mosei-stage-v1.0/sample_0084.mp4,96e481cd732001239639c8cb4e7f94e570925e5a15940920ffab0cec1f13f904,96e481cd732001239639c8cb4e7f94e570925e5a15940920ffab0cec1f13f904
86,-RfYyzHpjk4,8,-RfYyzHpjk4/8.mp4,"It's pretty, pretty easy to do but you got to set up those numbers ahead of time.",0.3333333432674408,Positive,not_reviewed,,mosei-stage-v1.0/sample_0085.mp4,ed8c672c532b8c7d1c830c82d6e2c14fcb3bbd3dc1a86670a03a6c8e83c02f3c,ed8c672c532b8c7d1c830c82d6e2c14fcb3bbd3dc1a86670a03a6c8e83c02f3c
87,-RfYyzHpjk4,2,-RfYyzHpjk4/2.mp4,"You can make a conference call but it takes quite a bit of planning, well not a lot of planning it's pretty easy to do.",0.3333333432674408,Positive,not_reviewed,,mosei-stage-v1.0/sample_0086.mp4,5e428ee22de58c9d6561b9b4353bef9dfb811a5841d9ab07b5bc453d697ad17f,5e428ee22de58c9d6561b9b4353bef9dfb811a5841d9ab07b5bc453d697ad17f
88,-UUCSKoHeMA,0,-UUCSKoHeMA/0.mp4,"I mentioned a word in the last clip called 'monotone', and I want to talk about that briefly.",0.0,Neutral,not_reviewed,,mosei-stage-v1.0/sample_0087.mp4,3f9792888ec8e969f61cfb6cb4de7bdf7ef8944afe0a9d2a9d13586e1f13b898,3f9792888ec8e969f61cfb6cb4de7bdf7ef8944afe0a9d2a9d13586e1f13b898
89,-ri04Z7vwnc,0,-ri04Z7vwnc/0.mp4,going to get married or are already married,0.0,Neutral,not_reviewed,,mosei-stage-v1.0/sample_0088.mp4,93021c70c8fad20ad3fded80e7fc790a2f9c96835de58a3b694c6906de42684b,93021c70c8fad20ad3fded80e7fc790a2f9c96835de58a3b694c6906de42684b
90,-ri04Z7vwnc,2,-ri04Z7vwnc/2.mp4,"most people think it'll sort itself out, ""we'll discuss it later,"" it's not something too important",-0.3333333432674408,Negative,not_reviewed,,mosei-stage-v1.0/sample_0089.mp4,f5993ce3a6ee56298462c08692a96f78c7d914d7264257ed401de7d6e17fd148,f5993ce3a6ee56298462c08692a96f78c7d914d7264257ed401de7d6e17fd148
91,-ri04Z7vwnc,5,-ri04Z7vwnc/5.mp4,""" So I think it's important to discuss finances",0.3333333432674408,Positive,not_reviewed,,mosei-stage-v1.0/sample_0090.mp4,2a5e4319bf592a18c8eb5117f7c7ec30c6c79528f9eac9fe4fb85bf70f277736,2a5e4319bf592a18c8eb5117f7c7ec30c6c79528f9eac9fe4fb85bf70f277736
92,-s9qJ7ATP7w,1,-s9qJ7ATP7w/1.mp4,"But the hardest thing in life to learn, is to lose",0.6666666865348816,Positive,not_reviewed,,mosei-stage-v1.0/sample_0091.mp4,a33e8f82a185bcb7648b523927308cdc2142e3076479ba2b45cd0e828636fc09,a33e8f82a185bcb7648b523927308cdc2142e3076479ba2b45cd0e828636fc09
93,-s9qJ7ATP7w,0,-s9qJ7ATP7w/0.mp4,"they have doubt, they have fear, they lose in a Ferrari race, or they lose in a race, and then they just give up",-0.3333333432674408,Negative,not_reviewed,,mosei-stage-v1.0/sample_0092.mp4,f2324dbc6debe0d1e4254e6f943523373e3cbb30d8d0555413ce3a7b370a4af5,f2324dbc6debe0d1e4254e6f943523373e3cbb30d8d0555413ce3a7b370a4af5
94,-s9qJ7ATP7w,5,-s9qJ7ATP7w/5.mp4,"I have been beat up and put down and everything that can go wrong, has gone wrong for me",-2.0,Negative,not_reviewed,,mosei-stage-v1.0/sample_0093.mp4,bd35eb8de64ce1f8b27921294598f7cf5bb971255738f51d06458c7096c58eae,bd35eb8de64ce1f8b27921294598f7cf5bb971255738f51d06458c7096c58eae
95,-s9qJ7ATP7w,4,-s9qJ7ATP7w/4.mp4,"I have lost at everything you can imagine, seriously",0.0,Neutral,not_reviewed,,mosei-stage-v1.0/sample_0094.mp4,76e0672ffce5857a789b41fb10606402f7da58c33579b1032a8282f86fb35bc9,76e0672ffce5857a789b41fb10606402f7da58c33579b1032a8282f86fb35bc9
96,-s9qJ7ATP7w,7,-s9qJ7ATP7w/7.mp4,"I used to work for Warren Avis, the guy who started Avis Rent a Car, and he said to me one day, ""Robert, ""what's the purpose of business",1.0,Positive,not_reviewed,,mosei-stage-v1.0/sample_0095.mp4,5301f4403cf7cd299cc525d2f443392ac70fd70c3c9cd4a09406f2ba4df6734d,5301f4403cf7cd299cc525d2f443392ac70fd70c3c9cd4a09406f2ba4df6734d
97,-s9qJ7ATP7w,6,-s9qJ7ATP7w/6.mp4,But I just kept going,0.0,Neutral,not_reviewed,,mosei-stage-v1.0/sample_0096.mp4,40b684fd1b4559f0f82e72f9b47f4ce7c5e15059fe8d0d8ab112637cd3386451,40b684fd1b4559f0f82e72f9b47f4ce7c5e15059fe8d0d8ab112637cd3386451
98,-s9qJ7ATP7w,8,-s9qJ7ATP7w/8.mp4,""" And I said, ""Oh, make a profit, and all these other things",1.3333333730697632,Positive,not_reviewed,,mosei-stage-v1.0/sample_0097.mp4,1de4d91bd9d9fb508a3779658747da88460db0bdb1beefe7ea5b2c77edfd2239,1de4d91bd9d9fb508a3779658747da88460db0bdb1beefe7ea5b2c77edfd2239
99,-yRb-Jum7EQ,1,-yRb-Jum7EQ/1.mp4,"it comes with the assistance and agitation of states and regimes, Yesterday Iran announced that it will finance the families of the terrorists and murderers this shows that Iran, even after the nuclear agreement, is continuing to aid terrorism, including Palestinian terrorism, Hezbollah terrorism and its assistance to Hamas.",0.0,Neutral,not_reviewed,,mosei-stage-v1.0/sample_0098.mp4,2f16da1baa8660e5bfc608f5237cdd59725d16e57a19bc02c4556cd2c7129a46,2f16da1baa8660e5bfc608f5237cdd59725d16e57a19bc02c4556cd2c7129a46
100,-yRb-Jum7EQ,5,-yRb-Jum7EQ/5.mp4,"Yesterday Eliav Gelman lost his life in another terrorist attack, not by the students of terrorism, but by those who teach terrorism, a Palestinian teacher.",-0.6666666865348816,Negative,not_reviewed,,mosei-stage-v1.0/sample_0099.mp4,6d6145293cf84d1fc8324dfa8d39465e2d7fc07affb67ff68deeabf6e3c410d9,6d6145293cf84d1fc8324dfa8d39465e2d7fc07affb67ff68deeabf6e3c410d9
101,-yRb-Jum7EQ,6,-yRb-Jum7EQ/6.mp4,"Therefore, the world needs to stand with Israel against this incitement, which is the number one cause of terrorism.",0.0,Neutral,not_reviewed,,mosei-stage-v1.0/sample_0100.mp4,b51eb9ad06de804934cb6a315de591ba9ff7f8aa71bffff7f8001ab29945d989,b51eb9ad06de804934cb6a315de591ba9ff7f8aa71bffff7f8001ab29945d989
