sample	video_id	clip_id	source_excel_row	video_relpath	source_label	source_annotation	transcript	source_qc_status	container_duration_s	audio_duration_s	video_frames	openface_valid_frames	source_words	timed_words	untimed_words	text_valid_words	audio_valid_words	vision_valid_words	all_modalities_valid_words	audio_min_coverage	vision_min_coverage	vision_partial_words	text_shape	audio_shape	vision_shape	alignment_review_flags	merge_review_flags	needs_review	review_priority	human_review_status	source_video_sha256	staged_video_sha256	audio_sha256	audio_feature_sha256	text_feature_sha256	merged_feature_sha256	stage_relpath	merged_relpath
sample_0029	-egA8-b7-3M	16	30	-egA8-b7-3M/16.mp4	0.6666666865348816	Positive	Third, another big benefit of exhibiting is connecting with existing clients.	not_reviewed	5.538021	5.483000	166	166	11	11	0	11	11	11	11	1.000000	1.000000	0	11x768	11x25	11x49			false		not_requested	4c015f85e3bd901ecedde8c0c2ca4a756d9a77dfe4177625c481581f2037ff9c	4c015f85e3bd901ecedde8c0c2ca4a756d9a77dfe4177625c481581f2037ff9c	ee3f7314700a52f2807bc889c03c663c6da85a6b88c9435a01ef30874e504e2f	8781e6ffbf4dfdeb710f4ce33939a026fe0c3a1849ebbe87db73d8175991d948	cf60b8c2e73400275f695392cd226d655ac6b7c7558814dcddaf9107fe3d9842	70be5b0afd7ae33dcb07ccb3100dc1e9b408f5bf1b4619c4d5233bd1366f1f2a	mosei-stage-v1.0/sample_0029.mp4	mosei-multimodal-aligned-v1.0/sample_0029.npz
sample_0030	-egA8-b7-3M	13	31	-egA8-b7-3M/13.mp4	0.3333333432674408	Positive	"What are you doing that's different?"" They always want an answer."	not_reviewed	4.183984	4.023875	123	123	11	11	0	11	11	11	11	1.000000	1.000000	0	11x768	11x25	11x49			false		not_requested	cbd627c225ebca37521ae238cb9ec254cad236822f4f37ebfbb039e6c56aea4c	cbd627c225ebca37521ae238cb9ec254cad236822f4f37ebfbb039e6c56aea4c	20da8725f806602dec3b11423de3063bf4c1c12c8873ba2b221cb3ea183f4187	44135d0e2b0481992934a67a7b52936ae50a15a4b68187ba503e011b727f5012	67092a6da01012e4bfcd9e9442195678ce005ca464b7a644ade68d8222ab9a72	2015a382219a7a63b1614476af72e43f731e839663ee8cb67856ff33e411254f	mosei-stage-v1.0/sample_0030.mp4	mosei-multimodal-aligned-v1.0/sample_0030.npz
sample_0031	-egA8-b7-3M	1	32	-egA8-b7-3M/1.mp4	0.6666666865348816	Positive	I started a successful Legal Nurse Consulting Business in 1989. I mentor nurses who want to become Legal Nurse Consultants.	not_reviewed	10.266016	10.156000	306	306	20	20	0	20	20	20	20	1.000000	1.000000	0	20x768	20x25	20x49	numeric_reading_review		true	P2	pending	589a7989b1b4888568c31614a2d6beefba88fb87289c85b94df2d8051500403b	589a7989b1b4888568c31614a2d6beefba88fb87289c85b94df2d8051500403b	1d69f382da340612638305cb67b62d648af1ad4d209d941bcd482406171f1ef4	9475f90de45c757cadbf0652971d9ff782ba8cf3fb10ece3a80e461fb192980f	22305d89660ccf44c66dcc6df041293a540ac90aa30521e2fde04467921037fe	a3356f8cba3e6d5f510b3c0b7ca1bbf775633e51a5623ff40cffa7dfc183f1cb	mosei-stage-v1.0/sample_0031.mp4	mosei-multimodal-aligned-v1.0/sample_0031.npz
sample_0032	-egA8-b7-3M	6	33	-egA8-b7-3M/6.mp4	0.6666666865348816	Positive	First exhibiting is a wonderful opportunity to network with other legal vendors.	not_reviewed	6.264974	6.183000	187	187	12	12	0	12	12	12	12	1.000000	1.000000	0	12x768	12x25	12x49			false		not_requested	2e88a00d5e55863aa956b4b0949fc0e4f2975ccfd83b3194957f6fca86ecfce0	2e88a00d5e55863aa956b4b0949fc0e4f2975ccfd83b3194957f6fca86ecfce0	86998387bc31bae46149559b9be39dd7d05bbf1894b07109c846d7bd5f4c4fe0	314eba662f8f1f7fe08b80dfabeff5054c54c46972796d70baccafb0bd31d425	1b9e034d8f4ccd3a128781a319d1b50654f358dedbedb151b0c132513c4327cc	4d645effc9a8db42aa6575255f64124dc88a702eeef20c167b49d643758c5f03	mosei-stage-v1.0/sample_0032.mp4	mosei-multimodal-aligned-v1.0/sample_0032.npz
sample_0033	-egA8-b7-3M	9	34	-egA8-b7-3M/9.mp4	0.3333333432674408	Positive	Secondly, another goal of exhibiting  is building your company image.	not_reviewed	5.089974	4.936000	150	150	10	10	0	10	10	10	10	1.000000	1.000000	0	10x768	10x25	10x49			false		not_requested	bcd643f328616312eae9b28e6c9aabbe8acaec3e4c4be58daeb45e3eee4d973c	bcd643f328616312eae9b28e6c9aabbe8acaec3e4c4be58daeb45e3eee4d973c	118f8c3465875393ffbaeaf13dd8f809e6963db21e9eccfcb8ad59652acd48c1	cb27ea6630840a866f3d415e4f087d2096f231e65279337d371cdd202d57bd8d	d83f6d66620c5bdae3a4cce4fb8e58805fb4d8201c200d3ee82e65d1567f655c	c298271969fac6d6d6900381553c5d45c5b20e03e6d37c34607d6f63593d46f9	mosei-stage-v1.0/sample_0033.mp4	mosei-multimodal-aligned-v1.0/sample_0033.npz
sample_0034	-egA8-b7-3M	20	35	-egA8-b7-3M/20.mp4	0.3333333432674408	Positive	Now you've got a face that you can connect with a voice, and that makes you closer to that client.	not_reviewed	6.644987	6.474437	196	196	20	20	0	20	20	20	20	1.000000	1.000000	0	20x768	20x25	20x49			false		not_requested	719ef133920e74b3ea33925d2bca0270b062199116867568f88ac83cadcd74e8	719ef133920e74b3ea33925d2bca0270b062199116867568f88ac83cadcd74e8	b728c48039dc12d51b7c6e466bff357ce951296a32cdbebbd282e4701718d26c	b8dd45cdfeab1844ce86f046e2574c876bc8806f90846cdac6b54ab979c02dcb	c5fb80194ddbf6f00e84436d2f33be259593f3af8efac92b548b43b88b5a60fe	22101bb70f1f9812717c89b820d3fe09184e1bd6b6c3b9bf7bb2c3ffa772518b	mosei-stage-v1.0/sample_0034.mp4	mosei-multimodal-aligned-v1.0/sample_0034.npz
sample_0035	-iRBcNs9oI8	3	36	-iRBcNs9oI8/3.mp4	0.6666666865348816	Positive	Well, it is the secret of power pose	not_reviewed	5.621000	5.538000	167	167	8	8	0	8	8	8	8	1.000000	1.000000	0	8x768	8x25	8x49	asr_disagreement;low_ctc_probability		true	P2	pending	39c547acd1a8da2ebc6c6ab008191a5676420398a974cd9611cad087f0ccec50	39c547acd1a8da2ebc6c6ab008191a5676420398a974cd9611cad087f0ccec50	509de02489d938baca4b4abcf99369f1b58ab2429b5a6fb9575a2e984c6df8a6	e3b32024143a79a5efc9f2eb10890907bb75ac1618235a89a0950e9c588c11a3	b6e4b148a52a4c1965b1cf32031d3b9e7db8d134575c3aa145d86ac47961589f	619e704bbf8df9fcdb70fa11b4017714fcdafce98f943c65858ade97691ff7fd	mosei-stage-v1.0/sample_0035.mp4	mosei-multimodal-aligned-v1.0/sample_0035.npz
sample_0036	-iRBcNs9oI8	7	37	-iRBcNs9oI8/7.mp4	0.6666666865348816	Positive	"Well, for starters, let's look at the word ""power"""	not_reviewed	4.104000	4.005750	120	120	9	9	0	9	9	9	9	1.000000	1.000000	0	9x768	9x25	9x49	asr_disagreement;low_ctc_probability		true	P2	pending	cc7b1c7a06ec41d72007b5c42fb8036f30b66d5cf76e3f093160c22fc5e38081	cc7b1c7a06ec41d72007b5c42fb8036f30b66d5cf76e3f093160c22fc5e38081	effe39b27877760a14a8b94329c6124754636267e5e91e6467c490aa50c38c1b	991125e1619c6a00bd3a90031ec4a08bc874ff8f2e930399bcfdf7384751b27e	a0d682063eaa8878e9f2e3e895f3d43811e0a00b9cdb074359b2128decffdaf5	48d20d91542afa7f88f1bbe380b41cba6fd148485887ece0b8b4e25c55ac7812	mosei-stage-v1.0/sample_0036.mp4	mosei-multimodal-aligned-v1.0/sample_0036.npz
sample_0037	-iRBcNs9oI8	6	38	-iRBcNs9oI8/6.mp4	0.3333333432674408	Positive	What is a power pose	not_reviewed	2.903000	2.820438	85	85	5	5	0	5	5	5	5	1.000000	1.000000	0	5x768	5x25	5x49	asr_disagreement;low_ctc_probability		true	P2	pending	030b0b8d8d4ae47799432ab71b66fcc881f077c5b0feef892c1f146dc0a592e3	030b0b8d8d4ae47799432ab71b66fcc881f077c5b0feef892c1f146dc0a592e3	fcec82f1e2c510fa36e9b04cccbd7232db292ad01fc1954d6ec573d977c29e5c	086f90fd3b0ceab56ce06891bada75906b8f2f5f55544124df47f1972aa72e7e	714e7cee18368594e03e44a6177f96f5de92e7539cd32ec21532dfef92f2d08c	8608a3ba382f0ab0df6080a072bdf54efbf325c09513a1f1182ab64b80439adf	mosei-stage-v1.0/sample_0037.mp4	mosei-multimodal-aligned-v1.0/sample_0037.npz
sample_0038	-iRBcNs9oI8	9	39	-iRBcNs9oI8/9.mp4	1.3333333730697632	Positive	Power is similar to strength	not_reviewed	3.416000	3.374000	102	91	5	5	0	5	5	5	5	1.000000	0.903703	1	5x768	5x25	5x49	asr_disagreement;low_ctc_probability	vision_partial_coverage	true	P2	pending	352bdcc73d3622d6abac1b09f2039b211d15b9bf7acee66f0b07783c9b7a4c74	352bdcc73d3622d6abac1b09f2039b211d15b9bf7acee66f0b07783c9b7a4c74	70432ec512f9c60ec53bc6f27ec18924cee45669a281d04a493a9ad360fd9484	7417b8685c699a2aeeecdb7ffc860fae235c40b4f11b46418099519bab722a78	a8966c44d57230c03302a59913f76be6726b1567b472e123929589baa87f2909	70182c49933b0e7df4b3a2c8415634c38c898d91306dcfc34525457d341bbab6	mosei-stage-v1.0/sample_0038.mp4	mosei-multimodal-aligned-v1.0/sample_0038.npz
sample_0039	-iRBcNs9oI8	8	40	-iRBcNs9oI8/8.mp4	1.0	Positive	I've drawn this man here, and if you can tell, he has a lot of big muscles, he looks very strong	not_reviewed	8.093000	8.026000	241	241	21	21	0	21	21	21	21	1.000000	1.000000	0	21x768	21x25	21x49	asr_disagreement;low_ctc_probability		true	P2	pending	72a49e3da2862addcde033bd2fbae957d086533664ca4dcbccd3a851bcd50412	72a49e3da2862addcde033bd2fbae957d086533664ca4dcbccd3a851bcd50412	f084607358d7a2d2a7afa73528bc38259cad4012ab618081d1e26a726a91d420	46cbbf90d1df97ceb0b803d07ade405d8281599215fb0b856054b4840ef0cd77	9b34ed7885575187c65337e74590b185e0369ed380bcce2148852d03c944e9bf	6f8a89bb5014e5c7edffcc1f5ed98a4836a5fadebcdf9b61b02fbc47f562611a	mosei-stage-v1.0/sample_0039.mp4	mosei-multimodal-aligned-v1.0/sample_0039.npz
sample_0040	-lzEya4AM_4	5	41	-lzEya4AM_4/5.mp4	-0.6666666865348816	Negative	If it falls into oh any of those three categories, inducing nausea and vomiting would be your next step.	not_reviewed	7.675000	7.569687	229	229	19	19	0	19	19	19	19	1.000000	1.000000	0	19x768	19x25	19x49	low_ctc_probability		true	P2	pending	3b74de8d0e66fd754594f05985e5af3480adcc03555f79225d3b727cb4bed043	3b74de8d0e66fd754594f05985e5af3480adcc03555f79225d3b727cb4bed043	2f6130d5ccf9b1959e1ca5903af2bf56397af21ac980d7cea14b7b685c7ab3d3	635e2e7ab3063db472ddd2acb6583b91c47f62e8df17587a756186ea8245dc13	886047dca2b770844873cc6a0ce9d9d5a200c4981daa2b4d8e337a67a4509f6e	21c8a0cb763bf7b13d9ea0c9cc9511f03dcb7078a24903b73431a59c3ad188d4	mosei-stage-v1.0/sample_0040.mp4	mosei-multimodal-aligned-v1.0/sample_0040.npz
sample_0041	-lzEya4AM_4	6	42	-lzEya4AM_4/6.mp4	-0.3333333432674408	Negative	If the product or poison is some type of petroleum product or corrosive product, you would not attempt to induce vomiting and nausea, as as the product burned on the way down it could cause damage and burning on the way back up.	not_reviewed	14.791992	14.740375	443	441	43	43	0	43	43	43	43	1.000000	1.000000	0	43x768	43x25	43x49	low_ctc_probability		true	P2	pending	ff5da5afb551001d58100ed2471caea51c741046d5396957efbf40082307ca18	ff5da5afb551001d58100ed2471caea51c741046d5396957efbf40082307ca18	a8ba0b725223053e9058ca33cfc30e8e154fb492c0c6b3385f15ceab69e74380	018188d6182e103abb16a46d0f156ed629abf83fce0608bf926698051c583b47	7b1b24aade1ee3380300fc3595c79aee2f492037be519e11b8292422727d5122	2ddcda61d410502b94ff8d5b741a8a934eec95d4c896489e502f551d58897d3f	mosei-stage-v1.0/sample_0041.mp4	mosei-multimodal-aligned-v1.0/sample_0041.npz
sample_0042	-mJ2ud6oKI8	1	43	-mJ2ud6oKI8/1.mp4	0.0	Neutral	There are a dozen or more hands on techniques that we can do	not_reviewed	6.103000	6.054000	182	0	13	13	0	13	13	0	0	1.000000	0.000000	0	13x768	13x25	13x49	asr_disagreement;long_word_span;low_ctc_probability	vision_missing_words;no_valid_visual_frames	true	P1	pending	c8e3acb4ca08679796c4c8cdfcd8c2b3cffc0465015efaffa1eccdb55ff4f45b	c8e3acb4ca08679796c4c8cdfcd8c2b3cffc0465015efaffa1eccdb55ff4f45b	4167be9790498f6b7add4e786068d8f8324b8f25421268d31ac464905060b9ea	e7bcc9d3b4cb59e3eb77b140d296d414de9b6452c363a5d88510b1706f28257a	906a25edba74405e4755f3ab9cc6c42b325c2220cd47b9c413c0b92dca9821b7	e36d514260260e2fe39f9e1f69d0048c7f5284017f6734b33ba282f898b5e3f1	mosei-stage-v1.0/sample_0042.mp4	mosei-multimodal-aligned-v1.0/sample_0042.npz
sample_0043	-mJ2ud6oKI8	2	44	-mJ2ud6oKI8/2.mp4	0.0	Neutral	So physical therapists and chiropractors will do joint manipulations and mobilizations	not_reviewed	5.731000	5.701688	171	74	11	11	0	11	11	7	7	1.000000	0.000000	1	11x768	11x25	11x49	asr_disagreement;long_word_span;low_ctc_probability	vision_missing_words;vision_partial_coverage	true	P2	pending	c41790f8b75f886bd1f5d6d72cbab1985306d0b715e5ae47203f3d0c8a3e7b28	c41790f8b75f886bd1f5d6d72cbab1985306d0b715e5ae47203f3d0c8a3e7b28	1bfd3ec0fc3aa2179a95c29fb894d13f7ddd765d9bc6ee4efa1efce135f8506c	b8c58199e1ebec3e0b9e94f5d09b56fc53594013f34a5c8d6c725b27de5910fa	a0569ec6645883f1685d50aad6f4a7a08b6cfb9c1b00df7ed3661574a77a7021	62504fa0cda61c69474bb23b37e143ba63baa7e830188b2852e89939fc2d3249	mosei-stage-v1.0/sample_0043.mp4	mosei-multimodal-aligned-v1.0/sample_0043.npz
sample_0044	-mJ2ud6oKI8	6	45	-mJ2ud6oKI8/6.mp4	0.3333333432674408	Positive	They are all very safe	not_reviewed	2.257000	2.228125	67	67	5	5	0	5	5	5	5	1.000000	1.000000	0	5x768	5x25	5x49	asr_disagreement		true	P2	pending	134a3a4ebbc423760133b0da0e90cfe84d75ea85df3968000afd84153c5d828d	134a3a4ebbc423760133b0da0e90cfe84d75ea85df3968000afd84153c5d828d	9cc453da7594ea911d6446849dbadbce718e6ec16212f626bbb91a46ae6ce479	5851094469e9ec84e961f769089d10f84d63423c25ad9aba9ca284f387a9b63b	2a0a2730be069c42de4bb421bb5780a0d5b39de6854d181cab829b50faf95e1a	a420e12689354ea2fe798ee1ddefd3ae8d9646ff5e128addafd3b46fd709e360	mosei-stage-v1.0/sample_0044.mp4	mosei-multimodal-aligned-v1.0/sample_0044.npz
sample_0045	-mJ2ud6oKI8	9	46	-mJ2ud6oKI8/9.mp4	0.0	Neutral	It's safe and the person will feel better later on, but it's sort of like flossing your teeth for the first time	not_reviewed	7.033000	6.908750	208	208	22	22	0	22	22	22	22	1.000000	1.000000	0	22x768	22x25	22x49	asr_disagreement;low_ctc_probability		true	P2	pending	df3442f3ed8f894b507923e87e426ae9636790a4a502d00c350a215270cc3e47	df3442f3ed8f894b507923e87e426ae9636790a4a502d00c350a215270cc3e47	13a0c6e4a391a492159678cd8c4270ad01b3c07d840baabc17e34165ed802daa	cf36102623f627a4ef195345cdc63d5dbbf317cebadea3a48a666ffd05ab4b4e	5347f4abe89931b7bb4504350fd0a8efd15202870e3090bcd47a92859a481af4	4a785d5a436d2338224b006f670b7cfbb927f6aa868f80131328f4fa9f4d0c05	mosei-stage-v1.0/sample_0045.mp4	mosei-multimodal-aligned-v1.0/sample_0045.npz
sample_0046	-mJ2ud6oKI8	8	47	-mJ2ud6oKI8/8.mp4	-0.3333333432674408	Negative	Sometimes we have to stretch that joint that is already irritated	not_reviewed	4.192000	4.171375	125	125	11	11	0	11	11	11	11	1.000000	1.000000	0	11x768	11x25	11x49	asr_disagreement;low_ctc_probability		true	P2	pending	6af6614c9838417a48c4817f4dd5bf1e6669eb5f78f983e9a68adc113fcdc7cc	6af6614c9838417a48c4817f4dd5bf1e6669eb5f78f983e9a68adc113fcdc7cc	d04de227674e3f6969d1ec37f742670adad9c8d5c4378bf7a68d78e99646eabb	775400de5d18cb8f58f6dd02e7c8a809adab25ebeac0b7a69814d4c783432bdb	0400ce131b843cde2bd412b0dd0a9c711b31690fbfacdae2711a9cdb5a14e051	54e79000f48822da74f7efe9fea1f08194741c2a43f46a8a68be41a9991a1355	mosei-stage-v1.0/sample_0046.mp4	mosei-multimodal-aligned-v1.0/sample_0046.npz
sample_0047	-mqbVkbCndg	0	48	-mqbVkbCndg/0.mp4	0.0	Neutral	How, at a particular moment in time—our moment in time—are they limited	not_reviewed	6.466667	6.385000	194	194	12	12	0	12	12	12	12	1.000000	1.000000	0	12x768	12x25	12x49			false		not_requested	cdeba953bba30907814acf72f3e35582dec263eaa25bdd922dad7fafe02e4dda	cdeba953bba30907814acf72f3e35582dec263eaa25bdd922dad7fafe02e4dda	0cf14840a735408fee9b7eba6eb8c82e5d53b2d3f98cddadd3d8899ab6c76c7c	d6fa0c992d6d6bcad24742f4d9e9ed1c25c101dffb59191270f91d06ca56476b	7c995d3c7af5d550eccb53cae8bdd969fb9adc0a7136217c5ffe2181d2475916	f1b8aa4e61e6200554c6aed6fdfcbd9f5184f31482ad8f85b02e8ec1a247f1b1	mosei-stage-v1.0/sample_0047.mp4	mosei-multimodal-aligned-v1.0/sample_0047.npz
sample_0048	-t217m2on-s	2	49	-t217m2on-s/2.mp4	0.6666666865348816	Positive	But a good thing to do is yawning, chewing gum is effective.	not_reviewed	5.686003	5.630000	170	170	12	12	0	12	12	12	12	1.000000	1.000000	0	12x768	12x25	12x49			false		not_requested	6713a983112173204502dc5adbb886bc6c38554b4627698611931420c47663a8	6713a983112173204502dc5adbb886bc6c38554b4627698611931420c47663a8	77ff44f4b87bd8bca48bf1a00171892968faeac0ce6e0178b978d4b3171a915f	1f5f5c4877b9e9b471c60a72a0d281dbe9f0c0a03c7ae7abc13592abdeb20862	3c70783f1181c7818b9e8efc2241324ba1e45ecae289a532d8d417fab86ca0ca	cf6fcb94bbaaaa0ce7b4f2d0f9d465b9d579d6d081eba921f2c3683cefd70b6a	mosei-stage-v1.0/sample_0048.mp4	mosei-multimodal-aligned-v1.0/sample_0048.npz
sample_0049	-t217m2on-s	7	50	-t217m2on-s/7.mp4	-0.6666666865348816	Negative	If you find that your ears consistently do this and you can't pop them often, you'll definitely need to see a physician regarding those things, it could be something more of a nasal infection or a sinus infection that he would need to deal with.	not_reviewed	17.183008	17.026000	512	512	45	45	0	45	45	45	45	1.000000	1.000000	0	45x768	45x25	45x49			false		not_requested	41c76b8a733ecb780d56348f55d00f0ba0c07f44f46e93044e62d876710180b7	41c76b8a733ecb780d56348f55d00f0ba0c07f44f46e93044e62d876710180b7	3a3a4a237159fcaef7c014d39bdd34ca3aa89042e128450f606f2950ca43249b	fc60e64c3bb970f97b07f808caf5b831b8d3c40701b48f44e821596da281b927	eeecebf09c260cf638b11683d00f8e058f6e1213082bb41c2fd7bbb773570d67	2baa3be779f253712cad94727b530de14ac09b98d74b8ba2b52546aad7344820	mosei-stage-v1.0/sample_0049.mp4	mosei-multimodal-aligned-v1.0/sample_0049.npz
sample_0050	-tANM6ETl_M	3	51	-tANM6ETl_M/3.mp4	0.3333333432674408	Positive	The first place is either you have a prospect, or a customer who's never done it before, or they've never tried it.	not_reviewed	6.758008	6.603625	200	199	22	22	0	22	22	22	22	1.000000	0.939395	1	22x768	22x25	22x49	low_ctc_probability	vision_partial_coverage	true	P2	pending	6d3af064c060dad3816a9e1dfa00101faebd8b7da7d8ceea85b0bc0fca70abd6	6d3af064c060dad3816a9e1dfa00101faebd8b7da7d8ceea85b0bc0fca70abd6	c779ccfb3436542525c182099f48f667b4eada167fa2c42436c63af00129408e	325dbb2f527749fd7319f667c59022ec51883dd52505cd9db81ba1e87639734b	2d5d41911b8530b575c039289628e5df171d103981246075618ae05987c2a577	19d248ae80fbfbdbe420f3bb46af7724dce37c57d03abee5c5327e79db952ff1	mosei-stage-v1.0/sample_0050.mp4	mosei-multimodal-aligned-v1.0/sample_0050.npz
sample_0051	-tPCytz4rww	11	52	-tPCytz4rww/11.mp4	0.0	Neutral	Make sure that your using comps that are not larger, no larger than twelve hundred square feet.	not_reviewed	5.466992	5.378000	164	164	17	17	0	17	17	17	17	1.000000	1.000000	0	17x768	17x25	17x49			false		not_requested	6dc09d02467baaef67594ff32cffb01f8ed1565cda4c5abd161b8261a51e2e5d	6dc09d02467baaef67594ff32cffb01f8ed1565cda4c5abd161b8261a51e2e5d	62b1d6b2db1dfc861e3c11890a98eb171423cd953b42ae3b26b17f4e53d956e1	f31dfbb78d2e73f7d053aae4b93d589416d183f835773803808f96cdea9bb5a6	e52f82155888ada92ef9f543c9b7699463beece186b0561057016522bad3cc27	056cfa287c4101a29ab8a7921acf02bbad3f5104110c807f19b4613da011a3bb	mosei-stage-v1.0/sample_0051.mp4	mosei-multimodal-aligned-v1.0/sample_0051.npz
sample_0052	-tPCytz4rww	10	53	-tPCytz4rww/10.mp4	0.0	Neutral	Say twenty percent so if you've got a thousand square foot condo.	not_reviewed	4.788997	4.678000	142	142	12	12	0	12	12	12	12	1.000000	1.000000	0	12x768	12x25	12x49	asr_disagreement		true	P2	pending	758183192cbd5f0f20823d26ece3ddee40dec0aadec35247b2495510a53f52f8	758183192cbd5f0f20823d26ece3ddee40dec0aadec35247b2495510a53f52f8	eefe278c2a9324e8818366dcfd7c7cde0ae90a950ac71be30f50657c6f6f1584	d3cf9c669540f0265fde5f9119ec7504ec0a7086d1a46db08c10d1be0495741c	3206138a0ec93e021bf431d32981f45f1c73fcf2e2cc8b05be284967663686a8	88d39135790bee5d2cd092cff707ee7930d44a313fc3fc44fd5e7c3ab2cb6f90	mosei-stage-v1.0/sample_0052.mp4	mosei-multimodal-aligned-v1.0/sample_0052.npz
sample_0053	-tPCytz4rww	12	54	-tPCytz4rww/12.mp4	0.0	Neutral	No less than eight hundred squire feet and going to similar in, similar with bedrooms and bathrooms as well and hopefully the complexes have similar amenities.	not_reviewed	11.863997	11.736000	353	353	26	26	0	26	26	26	26	1.000000	1.000000	0	26x768	26x25	26x49	asr_disagreement;low_ctc_probability		true	P2	pending	e3c7f9cd67ad2d20fef997696dc278361f97f027db58762e22104e5720d509d5	e3c7f9cd67ad2d20fef997696dc278361f97f027db58762e22104e5720d509d5	99ada5162a4ec64b711168611047cbb34d6c7f404d03cd9ad8188c6ffb1da327	ac20df1d06f1ad4afca0df0c4e20cc9400dda7779eb7146e01f28f857ae6cf3e	4ccddee25bb1480ba3ad1dac07456e31c03d28977ed510f65fd806f922944b06	c189df36a74b2e38070d2d2d3027e43debcd344077d5c59178db0df0a065aac8	mosei-stage-v1.0/sample_0053.mp4	mosei-multimodal-aligned-v1.0/sample_0053.npz
sample_0054	-tPCytz4rww	16	55	-tPCytz4rww/16.mp4	0.0	Neutral	So make sure to get a through or to do a through cleaning of the property.	not_reviewed	7.205990	7.139000	216	216	16	16	0	16	16	16	16	1.000000	1.000000	0	16x768	16x25	16x49	asr_disagreement		true	P2	pending	8b3f82f9628792eebaf8c227becc2ebeba59bb8abb668bcca86e07fb1a992a93	8b3f82f9628792eebaf8c227becc2ebeba59bb8abb668bcca86e07fb1a992a93	7dfdfa63fdacca02f94f608751bd173ddc2b7f8707120dfb5e23aa434060413b	166880b7065bb5ccfaf6f691f3ec9b36f6de0ccf50a6f7c7c72f18aaecc87ad6	3299f79ae704b3d88bc2ae74e94f52e9b8fe9020d730e717157416da833841d6	12d5c538807cb7e77a120c3cef5abba3fdff31c26efe2f1d28fab08769bf9668	mosei-stage-v1.0/sample_0054.mp4	mosei-multimodal-aligned-v1.0/sample_0054.npz
sample_0055	-tPCytz4rww	18	56	-tPCytz4rww/18.mp4	0.0	Neutral	Do so and as well you'll also want to remove any clutter from that you've accumulated.	not_reviewed	6.644987	6.568812	199	199	16	16	0	16	16	16	16	1.000000	1.000000	0	16x768	16x25	16x49			false		not_requested	eece70451e9c37a4b5f375bf646f66e09113fe3467f35bf1720cc14d986c1776	eece70451e9c37a4b5f375bf646f66e09113fe3467f35bf1720cc14d986c1776	ba5cc5a5c1f7d3ac8a0282bdc900e63d144a85af42349aeb90b15304d5a1c41d	dd32aca403af902b956d72c082157dcec93dfc0231c5c3e9a63997dd709de817	0bfc85f45b66984556c29c36d508b483301feb1f1b8b74351eb240055cb8cc0f	57b71d70d816dae3922bbc4e07327aa5891c49290142a9342ea686f41dd50c9f	mosei-stage-v1.0/sample_0055.mp4	mosei-multimodal-aligned-v1.0/sample_0055.npz
sample_0056	-vxjVxOeScU	4	57	-vxjVxOeScU/4.mp4	1.0	Positive	You're going to talk about their life, their marriage and usually how amazing it is that they've stayed together this long.	not_reviewed	9.127018	9.037000	272	272	21	21	0	21	21	21	21	1.000000	1.000000	0	21x768	21x25	21x49	low_ctc_probability		true	P2	pending	00282df9a314394f19d616d561bd1916d1d30dca4c814dfb43630ca164f4c719	00282df9a314394f19d616d561bd1916d1d30dca4c814dfb43630ca164f4c719	2dcae413d2c6a5f95c574e46c69774be1e2050e17cfb9438faac31e0836d5ae1	67a0c2d4c47769723f1479ee7185df4811a22ab5997bd282bcf5fe21b2d37574	5eb5323fbea52e7e6805f0037d431c2bd1f4fc473c31a441fb189e3428596687	daedacf1e07cd5b9b8f7a3cc80ab0f1990f2d975795e597e71d99156290dbd29	mosei-stage-v1.0/sample_0056.mp4	mosei-multimodal-aligned-v1.0/sample_0056.npz
sample_0057	-wMB_hJL-3o	7	58	-wMB_hJL-3o/7.mp4	0.3333333432674408	Positive	So if you have a loved one who is depressed those are some of the things that you should think about doing.	not_reviewed	6.044010	5.975562	181	180	22	22	0	22	22	22	22	1.000000	1.000000	0	22x768	22x25	22x49			false		not_requested	04a73d73fd150b07edab8e652fd14c9cb4a0f6e017ea97b17e8146e377b9fae7	04a73d73fd150b07edab8e652fd14c9cb4a0f6e017ea97b17e8146e377b9fae7	f036fdefbc5f85898450f5c027788c1a40bd31015570b044fe227a157f528e5c	e1655145f5847a17a83668b717a09f42a5353fe27f6a1043fa985e21a1942493	eaee4ad00cdc6c803a4f9c6efbb02a0a2f04d29b449936854bfd5540d26363d9	72e6281b23d809e971979b632bd46f2207a443a5700d45e0337dc1992aaf0b4b	mosei-stage-v1.0/sample_0057.mp4	mosei-multimodal-aligned-v1.0/sample_0057.npz
