file_id,word,start,end,normalized,start_s,end_s,ctc_score
19,all,142,145,ALL,9.52,9.64,0.9998044967651367
19,over,146,150,OVER,9.74,9.9,0.9696894407272338
19,"imperfections,",151,165,IMPERFECTIONS,9.98,10.700000000000001,0.9634567856788635
19,but,166,169,BUT,11.200000000000001,11.3,0.9745966792106628
19,for,170,173,FOR,11.34,11.42,0.999546229839325
19,the,174,177,THE,11.48,11.540000000000001,0.9937561551729838
19,most,178,182,MOST,11.58,11.76,0.918166208267212
19,"part,",183,188,PART,11.82,12.0,0.9811751445134481
19,people,189,195,PEOPLE,12.1,12.34,0.9775539711117744
19,understand,196,206,UNDERSTAND,12.44,13.06,0.6765200857605252
20,And,0,3,AND,0.56,0.64,0.9969876011212667
20,of,4,6,OF,0.7000000000000001,0.74,0.9986616969108582
20,"course,",7,14,COURSE,0.8200000000000001,1.04,0.9494596943259239
20,click,15,20,CLICK,1.18,1.3800000000000001,0.9071905016899109
20,in,21,23,IN,1.5,1.54,0.9968510568141937
20,the,24,27,THE,1.62,1.68,0.9787745078404745
20,link,28,32,LINK,1.76,1.96,0.9810707271099091
20,of,33,35,OF,2.06,2.1,0.0007823341002222151
20,the,36,39,THE,2.16,2.22,0.9842827916145325
20,description,40,51,DESCRIPTION,2.24,2.62,0.9854606628417969
20,of,52,54,OF,2.66,2.7,0.9992220401763916
20,this,55,59,THIS,2.7600000000000002,2.88,0.8417892456054688
20,video,60,65,VIDEO,2.96,3.22,0.7798074167221785
20,for,66,69,FOR,3.3200000000000003,3.46,0.619800740480423
20,"more,",70,75,MORE,3.54,3.7800000000000002,0.9672557711601257
20,and,76,79,AND,4.5600000000000005,4.64,0.9424614459276199
20,we'll,80,85,WE'LL,4.7,4.88,0.9218622616359166
20,have,86,90,HAVE,4.94,5.1000000000000005,0.9993660897016525
20,more,91,95,MORE,5.22,5.46,0.9325937529404958
20,live,96,100,LIVE,5.64,5.88,0.9934229850769043
20,updates,101,108,UPDATES,6.04,6.44,0.9656885638833046
20,and,109,112,AND,6.66,6.78,0.9637995362281799
20,a,113,114,A,6.92,6.94,0.3224714994430542
20,stock,115,120,STOCK,7.08,7.3,0.9798438668251037
20,market,121,127,MARKET,7.4,7.72,0.9919041792551676
20,video,128,133,VIDEO,7.8,8.1,0.7841831505298614
20,(wrap-up),134,143,WRAP UP,8.24,8.64,0.3754040066363708
20,at,144,146,AT,8.78,8.84,0.9892105162143707
20,the,147,150,THE,8.92,9.0,0.9893828630447388
20,end,151,154,END,9.040000000000001,9.1,0.9992010196050009
20,of,155,157,OF,9.14,9.18,0.993667483329773
20,the,158,161,THE,9.22,9.28,0.9787652691205343
20,day,162,165,DAY,9.32,9.42,0.9986282885074615
20,today.,166,172,TODAY,9.46,9.68,0.9250519722700119
